B04;B03;B02;B8A;feature_key
0.1311;0.1322;0.1087;0.3133;2
0.1274;0.1308;0.106;0.3296;2
0.1258;0.1307;0.1055;0.3413;2
0.1282;0.1334;0.1082;0.3685;2
0.131;0.1332;0.1079;0.3525;2
0.1298;0.1283;0.1076;0.3155;2
0.1234;0.1287;0.1042;0.3178;2
0.1224;0.1294;0.1048;0.3371;2
0.1247;0.1288;0.1038;0.3439;2
0.125;0.125;0.103;0.3009;2
0.1321;0.1323;0.1084;0.3203;2
0.1304;0.1335;0.1078;0.3219;2
0.1289;0.1304;0.107;0.3139;2
0.1263;0.1313;0.1069;0.3465;2
0.1269;0.1295;0.1062;0.3104;2
0.1183;0.1204;0.1004;0.2871;2
0.1246;0.1294;0.1043;0.3311;2
0.1294;0.1289;0.1061;0.3365;2
0.1241;0.1264;0.1043;0.3186;2
0.1155;0.124;0.1007;0.3379;2
0.114;0.1212;0.1006;0.3178;2
0.1149;0.1213;0.1004;0.3318;2
0.1171;0.1226;0.0998;0.3133;2
0.1157;0.1192;0.0991;0.3064;2
0.1173;0.1222;0.1018;0.3066;2
0.1183;0.1237;0.1005;0.314;2
0.1195;0.1254;0.1008;0.3279;2
0.121;0.1283;0.1022;0.3676;2
0.1216;0.1287;0.1023;0.3553;2
0.122;0.13;0.1041;0.3645;2
0.1243;0.1314;0.1049;0.3642;2
0.1266;0.1331;0.1071;0.3663;2
0.1257;0.1325;0.1055;0.3556;2
0.1272;0.1346;0.1062;0.3702;2
0.1269;0.1341;0.1048;0.3809;2
0.127;0.1332;0.1041;0.3744;2
0.1221;0.128;0.1015;0.3664;2
0.1247;0.1314;0.1028;0.3665;2
0.1278;0.1327;0.1037;0.3826;2
0.127;0.1354;0.1059;0.3755;2
0.128;0.1349;0.1044;0.365;2
0.1282;0.1334;0.1061;0.3461;2
0.1294;0.1328;0.1072;0.3363;2
0.1327;0.1326;0.1111;0.3052;2
0.132;0.1371;0.1105;0.3502;2
0.139;0.1408;0.1097;0.379;2
0.13;0.1365;0.1072;0.3891;2
0.1279;0.1358;0.1063;0.3853;2
0.1283;0.1347;0.1068;0.3671;2
0.1315;0.1359;0.1101;0.3301;2
0.1294;0.1322;0.1083;0.3272;2
0.1277;0.1312;0.1071;0.3526;2
0.1256;0.1301;0.1046;0.3584;2
0.1254;0.1312;0.1041;0.3642;2
0.1272;0.1319;0.106;0.3477;2
0.1215;0.1282;0.1035;0.3407;2
0.12;0.1223;0.1032;0.2962;2
0.1286;0.1324;0.1084;0.3282;2
0.1293;0.1337;0.1086;0.3379;2
0.1297;0.131;0.1077;0.325;2
0.1301;0.1303;0.108;0.3074;2
0.1266;0.1281;0.1056;0.329;2
0.1254;0.1311;0.1046;0.3564;2
0.127;0.1283;0.1057;0.3261;2
0.1239;0.125;0.1029;0.3054;2
0.1183;0.1197;0.1008;0.2698;2
0.1224;0.1284;0.1041;0.3206;2
0.1246;0.1311;0.1056;0.3461;2
0.1261;0.1312;0.1041;0.3478;2
0.1263;0.13;0.1044;0.3385;2
0.1316;0.1323;0.1077;0.3164;2
0.1322;0.1333;0.1094;0.3173;2
0.1339;0.1354;0.1106;0.3367;2
0.1222;0.1256;0.1026;0.3187;2
0.1185;0.1217;0.1004;0.2903;2
0.1231;0.1291;0.1037;0.3425;2
0.125;0.1272;0.1031;0.3193;2
0.1211;0.1225;0.1024;0.2903;2
0.1206;0.1225;0.1017;0.3039;2
0.1157;0.123;0.1008;0.3386;2
0.1162;0.1243;0.1007;0.3453;2
0.1136;0.1191;0.0984;0.305;2
0.1128;0.1171;0.0985;0.286;2
0.1175;0.1204;0.1009;0.2977;2
0.1191;0.1253;0.1025;0.3333;2
0.1225;0.1272;0.1023;0.3346;2
0.1188;0.1234;0.1016;0.3191;2
0.1172;0.1228;0.1015;0.3181;2
0.1186;0.1255;0.1026;0.3347;2
0.1246;0.1305;0.1021;0.3662;2
0.1226;0.1312;0.1024;0.3718;2
0.1225;0.1321;0.1045;0.3518;2
0.122;0.1297;0.1028;0.3606;2
0.1191;0.1271;0.1017;0.3581;2
0.1202;0.1277;0.102;0.3772;2
0.1281;0.1325;0.1035;0.3603;2
0.1282;0.1354;0.1042;0.3882;2
0.1235;0.132;0.1036;0.3883;2
0.1255;0.1348;0.1038;0.4007;2
0.1314;0.1387;0.109;0.3767;2
0.1292;0.1363;0.1059;0.3811;2
0.1314;0.1367;0.1054;0.3678;2
0.1292;0.1337;0.1086;0.3356;2
0.1313;0.133;0.1094;0.3205;2
0.1323;0.134;0.1101;0.327;2
0.1275;0.1312;0.1084;0.3362;2
0.1343;0.1382;0.1113;0.3506;2
0.1294;0.1345;0.1084;0.3444;2
0.1302;0.1344;0.1097;0.3359;2
0.1349;0.1346;0.1111;0.3137;2
0.1324;0.1348;0.1097;0.3404;2
0.1294;0.1316;0.1083;0.3258;2
0.1289;0.1322;0.1074;0.3457;2
0.1283;0.132;0.1076;0.3372;2
0.1339;0.1372;0.1112;0.3433;2
0.1426;0.1476;0.1176;0.3755;2
0.1281;0.1345;0.1084;0.339;2
0.1273;0.1308;0.1072;0.3323;2
0.1274;0.1303;0.1076;0.3193;2
0.1296;0.1302;0.1085;0.3168;2
0.1277;0.1327;0.1085;0.3335;2
0.1243;0.1309;0.105;0.3626;2
0.1233;0.13;0.1046;0.3632;2
0.1221;0.1243;0.1033;0.3143;2
0.1188;0.1203;0.1012;0.2863;2
0.1236;0.1294;0.1036;0.3443;2
0.1259;0.1337;0.1065;0.3535;2
0.1314;0.1366;0.1099;0.3711;2
0.1276;0.1332;0.1065;0.3538;2
0.1295;0.1336;0.1074;0.3627;2
0.1345;0.1379;0.1105;0.3893;2
0.1363;0.1385;0.1126;0.3536;2
0.1221;0.1248;0.1034;0.2971;2
0.121;0.1241;0.1024;0.3005;2
0.1245;0.13;0.1046;0.3422;2
0.1212;0.1283;0.1031;0.3447;2
0.1246;0.1298;0.1056;0.3436;2
0.1269;0.1307;0.1058;0.3224;2
0.1316;0.1319;0.1072;0.3169;2
0.1155;0.1241;0.1009;0.3583;2
0.1174;0.1256;0.1019;0.3609;2
0.1173;0.1227;0.1007;0.3243;2
0.1136;0.1194;0.1008;0.2994;2
0.1124;0.1177;0.0989;0.2871;2
0.1175;0.1229;0.0999;0.3044;2
0.1221;0.1273;0.1013;0.3355;2
0.1232;0.1282;0.1033;0.3478;2
0.1228;0.124;0.1015;0.3357;2
0.1201;0.1235;0.1019;0.3276;2
0.124;0.1296;0.1028;0.3658;2
0.1247;0.1327;0.1035;0.3887;2
0.1204;0.1319;0.1032;0.3902;2
0.1207;0.1315;0.1029;0.3833;2
0.1216;0.1287;0.104;0.3764;2
0.1224;0.1299;0.1022;0.3607;2
0.1258;0.1344;0.1039;0.3793;2
0.1242;0.1322;0.1037;0.364;2
0.1332;0.1365;0.1092;0.3864;2
0.1403;0.1428;0.1153;0.3901;2
0.129;0.1339;0.1073;0.3443;2
0.1266;0.1356;0.1053;0.3765;2
0.1274;0.1321;0.1063;0.3475;2
0.1324;0.1331;0.1085;0.3221;2
0.1273;0.1296;0.1028;0.3491;2
0.1226;0.127;0.102;0.3276;2
0.1263;0.1283;0.1077;0.3153;2
0.1279;0.1319;0.1079;0.3427;2
0.1329;0.1375;0.1089;0.3595;2
0.1359;0.1367;0.1098;0.3619;2
0.1304;0.1316;0.1071;0.3203;2
0.1267;0.1288;0.106;0.3199;2
0.127;0.1317;0.1071;0.3358;2
0.1268;0.1318;0.1071;0.3285;2
0.1412;0.1441;0.1163;0.3658;2
0.1545;0.154;0.125;0.3565;2
0.123;0.1272;0.1054;0.2862;2
0.1288;0.1331;0.1091;0.3308;2
0.13;0.1336;0.1085;0.3335;2
0.1286;0.1318;0.1078;0.323;2
0.1273;0.1288;0.1064;0.3207;2
0.1292;0.1321;0.1084;0.3245;2
0.1285;0.133;0.1077;0.3455;2
0.1274;0.1315;0.1069;0.3518;2
0.1254;0.13;0.1056;0.3544;2
0.1249;0.1307;0.1058;0.3486;2
0.1286;0.1336;0.1074;0.36;2
0.1301;0.1334;0.1098;0.3355;2
0.1297;0.1313;0.1079;0.328;2
0.1305;0.1312;0.1066;0.3279;2
0.1364;0.1332;0.1104;0.3614;2
0.1317;0.132;0.1072;0.3713;2
0.1366;0.1353;0.1117;0.3476;2
0.1313;0.1334;0.1087;0.3287;2
0.1264;0.1319;0.1057;0.3451;2
0.1245;0.1313;0.1046;0.3439;2
0.1243;0.1303;0.1051;0.3361;2
0.1304;0.1324;0.1083;0.3275;2
0.1371;0.1376;0.1117;0.3321;2
0.1173;0.1242;0.1026;0.3487;2
0.1171;0.1248;0.1016;0.3466;2
0.1162;0.1204;0.1003;0.318;2
0.1144;0.1198;0.1003;0.3013;2
0.1168;0.122;0.1014;0.308;2
0.1172;0.1222;0.101;0.318;2
0.1221;0.1277;0.1029;0.3477;2
0.1225;0.1269;0.1017;0.3374;2
0.1252;0.1274;0.1011;0.3473;2
0.1282;0.1319;0.1036;0.3797;2
0.1271;0.134;0.1035;0.3829;2
0.1274;0.134;0.1045;0.3813;2
0.1246;0.1346;0.1048;0.3972;2
0.1262;0.1368;0.1046;0.4156;2
0.1241;0.1323;0.1042;0.3755;2
0.1226;0.1327;0.1035;0.389;2
0.1258;0.1349;0.1054;0.3891;2
0.1219;0.1304;0.1041;0.3758;2
0.1268;0.1295;0.1071;0.3275;2
0.1385;0.1372;0.116;0.3288;2
0.1337;0.1383;0.1085;0.3682;2
0.1256;0.1334;0.1041;0.3752;2
0.1312;0.134;0.1083;0.3496;2
0.1337;0.1326;0.1085;0.3182;2
0.1305;0.1374;0.1061;0.389;2
0.1294;0.1345;0.1078;0.3603;2
0.1303;0.1311;0.1085;0.3041;2
0.1247;0.1262;0.1054;0.3053;2
0.119;0.1247;0.1011;0.3142;2
0.1341;0.1314;0.1099;0.3512;2
0.1273;0.1305;0.1053;0.3589;2
0.1266;0.1314;0.1043;0.3459;2
0.13;0.135;0.1064;0.3566;2
0.1507;0.1556;0.123;0.3922;2
0.1379;0.1419;0.1155;0.3107;2
0.1216;0.1249;0.1035;0.2909;2
0.13;0.1334;0.1089;0.3384;2
0.1291;0.1333;0.1076;0.3323;2
0.1248;0.1321;0.1053;0.3571;2
0.1223;0.1277;0.1035;0.3427;2
0.125;0.1283;0.1032;0.3505;2
0.127;0.1305;0.1057;0.332;2
0.1295;0.1308;0.108;0.3199;2
0.129;0.1299;0.107;0.3165;2
0.1268;0.1302;0.1064;0.3257;2
0.1246;0.1307;0.1069;0.3389;2
0.1232;0.1272;0.105;0.3134;2
0.1278;0.1269;0.1067;0.3;2
0.1212;0.1217;0.102;0.2778;2
0.1265;0.1267;0.1052;0.2956;2
0.1313;0.1276;0.1083;0.3089;2
0.1358;0.1326;0.1103;0.331;2
0.135;0.1315;0.11;0.3224;2
0.1407;0.1392;0.1131;0.3347;2
0.1329;0.136;0.1097;0.3295;2
0.1263;0.1327;0.1066;0.35;2
0.1295;0.1354;0.1084;0.3434;2
0.1335;0.1363;0.1112;0.3387;2
0.1275;0.1273;0.1063;0.3159;2
0.1164;0.126;0.1013;0.3557;2
0.116;0.1225;0.101;0.3345;2
0.1173;0.1237;0.1015;0.3389;2
0.1178;0.1227;0.101;0.3234;2
0.117;0.1216;0.101;0.3071;2
0.1168;0.123;0.1009;0.3255;2
0.1213;0.1282;0.102;0.3609;2
0.1271;0.1294;0.1035;0.3478;2
0.1314;0.1338;0.1028;0.3868;2
0.126;0.1324;0.1012;0.3977;2
0.1295;0.1334;0.1022;0.3887;2
0.1271;0.1309;0.1025;0.3733;2
0.1241;0.1309;0.1034;0.3751;2
0.1247;0.13;0.1036;0.3662;2
0.1241;0.1331;0.1036;0.3914;2
0.1221;0.1304;0.1031;0.3766;2
0.1204;0.1305;0.1031;0.3834;2
0.1209;0.1297;0.1026;0.3712;2
0.1232;0.1334;0.1044;0.39;2
0.1245;0.1321;0.105;0.3664;2
0.1287;0.1278;0.1092;0.2941;2
0.1221;0.1234;0.1032;0.2936;2
0.1285;0.1372;0.1055;0.3803;2
0.1284;0.131;0.1062;0.336;2
0.1258;0.1298;0.1035;0.3548;2
0.1261;0.1295;0.1042;0.3534;2
0.1321;0.1313;0.108;0.3233;2
0.1343;0.1344;0.1104;0.3362;2
0.1309;0.132;0.1102;0.3023;2
0.1262;0.1339;0.1059;0.377;2
0.125;0.1294;0.1048;0.3387;2
0.1323;0.1312;0.1082;0.3475;2
0.1379;0.1404;0.1097;0.382;2
0.1593;0.1637;0.1269;0.4162;2
0.1441;0.147;0.1184;0.3533;2
0.137;0.1377;0.1123;0.3272;2
0.1253;0.1342;0.1058;0.3751;2
0.1268;0.1336;0.1046;0.364;2
0.1279;0.1312;0.106;0.3337;2
0.1251;0.13;0.1042;0.3434;2
0.1255;0.132;0.1038;0.3715;2
0.1244;0.1296;0.1035;0.364;2
0.1243;0.1291;0.1042;0.3497;2
0.1249;0.1303;0.1047;0.3524;2
0.1249;0.1291;0.1048;0.3381;2
0.1239;0.1321;0.1054;0.3674;2
0.1236;0.1307;0.1056;0.3411;2
0.1205;0.1284;0.1048;0.3236;2
0.1222;0.1239;0.1033;0.2891;2
0.1291;0.1324;0.1071;0.3355;2
0.1301;0.1326;0.108;0.3339;2
0.1283;0.1287;0.107;0.3075;2
0.1295;0.1278;0.107;0.2972;2
0.1311;0.1302;0.1076;0.326;2
0.1284;0.1286;0.1057;0.3209;2
0.1264;0.1298;0.1055;0.3163;2
0.1335;0.1342;0.1095;0.3249;2
0.1429;0.1422;0.1166;0.3411;2
0.1197;0.1193;0.1016;0.2771;2
0.1157;0.119;0.0994;0.2787;2
0.1176;0.1278;0.1018;0.3561;2
0.1172;0.1241;0.1015;0.3356;2
0.1175;0.1249;0.1014;0.3288;2
0.1168;0.1209;0.1002;0.323;2
0.1193;0.1248;0.1023;0.3261;2
0.1189;0.1271;0.1008;0.3401;2
0.1216;0.1274;0.0993;0.3527;2
0.1262;0.1304;0.1007;0.3696;2
0.1322;0.1347;0.1033;0.3962;2
0.1274;0.1325;0.1015;0.4017;2
0.1355;0.139;0.1043;0.4026;2
0.1327;0.1363;0.103;0.404;2
0.1274;0.1327;0.104;0.387;2
0.1283;0.1339;0.1042;0.3851;2
0.1303;0.1334;0.1046;0.3817;2
0.1305;0.1352;0.1045;0.3938;2
0.1309;0.1351;0.1053;0.3859;2
0.1262;0.1328;0.1045;0.3782;2
0.1242;0.1284;0.1026;0.353;2
0.1202;0.1268;0.1018;0.3422;2
0.1201;0.1248;0.1023;0.3154;2
0.1252;0.1299;0.1035;0.3486;2
0.1288;0.1342;0.1062;0.355;2
0.1302;0.1343;0.1064;0.3612;2
0.1298;0.1348;0.1047;0.3746;2
0.1256;0.1302;0.104;0.3582;2
0.1385;0.1375;0.1124;0.3552;2
0.1315;0.1335;0.1082;0.3588;2
0.1292;0.1314;0.1081;0.3145;2
0.1298;0.1341;0.1084;0.3487;2
0.128;0.1333;0.1076;0.3558;2
0.1425;0.1407;0.1138;0.3538;2
0.1589;0.1612;0.1277;0.395;2
0.1409;0.1421;0.1158;0.3575;2
0.1395;0.1363;0.1141;0.3281;2
0.1263;0.1273;0.1057;0.2955;2
0.128;0.1355;0.1066;0.359;2
0.1232;0.1309;0.1043;0.3666;2
0.127;0.1309;0.1059;0.3319;2
0.1323;0.135;0.1083;0.3433;2
0.1275;0.134;0.1052;0.3732;2
0.1227;0.1295;0.103;0.3727;2
0.1252;0.1322;0.105;0.3658;2
0.1268;0.1295;0.1057;0.3464;2
0.1252;0.1311;0.1041;0.3546;2
0.1251;0.1322;0.105;0.3606;2
0.1215;0.1292;0.104;0.357;2
0.1237;0.1307;0.1046;0.3531;2
0.1246;0.1294;0.1057;0.3254;2
0.1257;0.1297;0.107;0.3212;2
0.1269;0.1305;0.1067;0.3187;2
0.1271;0.1304;0.1063;0.3262;2
0.1257;0.1274;0.105;0.3154;2
0.1254;0.1263;0.1051;0.3117;2
0.1182;0.1196;0.1008;0.28;2
0.1258;0.132;0.1062;0.3299;2
0.1391;0.1366;0.1124;0.3199;2
0.1211;0.1192;0.1023;0.2605;2
0.1187;0.1235;0.1021;0.2979;2
0.1203;0.1291;0.104;0.3481;2
0.1182;0.1259;0.1017;0.3351;2
0.116;0.1248;0.1014;0.3415;2
0.1188;0.1259;0.1019;0.3469;2
0.1246;0.1311;0.1033;0.3607;2
0.1224;0.1296;0.1017;0.3513;2
0.1238;0.1302;0.1022;0.347;2
0.1256;0.13;0.101;0.3537;2
0.1317;0.137;0.1047;0.4038;2
0.129;0.1347;0.1032;0.3844;2
0.1282;0.1325;0.1025;0.3779;2
0.1326;0.1368;0.1046;0.4048;2
0.1301;0.1372;0.1044;0.402;2
0.1317;0.1352;0.1037;0.3913;2
0.1337;0.1365;0.1043;0.3871;2
0.1376;0.1344;0.1049;0.3738;2
0.1336;0.1336;0.1048;0.388;2
0.1369;0.1354;0.1054;0.3882;2
0.1325;0.136;0.106;0.3877;2
0.1291;0.1351;0.1061;0.3969;2
0.1265;0.1349;0.104;0.3983;2
0.1231;0.1295;0.1026;0.3605;2
0.1287;0.1333;0.104;0.3696;2
0.1289;0.1335;0.1038;0.3703;2
0.1312;0.1344;0.1049;0.3716;2
0.132;0.134;0.1046;0.3708;2
0.1322;0.1338;0.1063;0.3582;2
0.1251;0.1231;0.1032;0.2807;2
0.1276;0.1265;0.1058;0.3173;2
0.1319;0.1339;0.1084;0.3479;2
0.131;0.1326;0.1094;0.3127;2
0.1487;0.1528;0.1225;0.3673;2
0.1407;0.1445;0.1165;0.337;2
0.1347;0.1342;0.1118;0.344;2
0.1296;0.1288;0.1069;0.3061;2
0.1185;0.1199;0.101;0.2734;2
0.1306;0.1345;0.1083;0.3274;2
0.1305;0.1358;0.109;0.3387;2
0.1281;0.1357;0.1064;0.3661;2
0.1307;0.1349;0.108;0.3464;2
0.1327;0.1356;0.1096;0.3208;2
0.1289;0.1317;0.1075;0.3442;2
0.1261;0.1319;0.1044;0.3619;2
0.1234;0.1281;0.1038;0.3588;2
0.1244;0.1302;0.1041;0.364;2
0.1312;0.1358;0.1075;0.3791;2
0.1318;0.1346;0.1087;0.366;2
0.1224;0.1313;0.104;0.3709;2
0.1248;0.1338;0.1057;0.3745;2
0.1223;0.1304;0.1035;0.3597;2
0.1231;0.1321;0.104;0.3741;2
0.1217;0.1294;0.1032;0.3553;2
0.1262;0.1324;0.1055;0.3661;2
0.1231;0.1292;0.104;0.3611;2
0.1199;0.1233;0.1023;0.3018;2
0.1227;0.1288;0.1041;0.3317;2
0.1249;0.1308;0.1053;0.3468;2
0.1247;0.1296;0.1063;0.292;2
0.1226;0.1287;0.105;0.3127;2
0.1232;0.1299;0.1056;0.3402;2
0.1209;0.1276;0.1022;0.3358;2
0.1228;0.1323;0.1022;0.3771;2
0.1261;0.1346;0.1035;0.3867;2
0.1297;0.1355;0.1041;0.3782;2
0.1249;0.1303;0.1024;0.3626;2
0.1271;0.1319;0.1029;0.3558;2
0.1271;0.1291;0.1023;0.3531;2
0.1274;0.1328;0.1037;0.3748;2
0.1297;0.1374;0.1037;0.395;2
0.1307;0.1339;0.1034;0.3721;2
0.1291;0.1346;0.1027;0.3886;2
0.1376;0.1379;0.1052;0.3879;2
0.1358;0.1371;0.1045;0.3896;2
0.1343;0.1353;0.1033;0.3841;2
0.1355;0.1331;0.104;0.378;2
0.1386;0.1378;0.1054;0.3894;2
0.1381;0.1351;0.1048;0.3834;2
0.1269;0.1326;0.1038;0.3681;2
0.126;0.1292;0.1029;0.3416;2
0.1277;0.1315;0.1027;0.3614;2
0.1317;0.1346;0.1025;0.3796;2
0.1332;0.1351;0.1031;0.3838;2
0.1334;0.1373;0.1047;0.398;2
0.1322;0.1346;0.1031;0.381;2
0.1346;0.1337;0.1045;0.3623;2
0.131;0.1314;0.105;0.3463;2
0.1293;0.13;0.1052;0.3311;2
0.1245;0.1224;0.1031;0.2871;2
0.1339;0.1324;0.1101;0.339;2
0.1461;0.1477;0.1205;0.336;2
0.1259;0.1279;0.1056;0.2804;2
0.1272;0.1293;0.1058;0.3075;2
0.1257;0.1249;0.105;0.3243;2
0.1217;0.1248;0.1021;0.3083;2
0.1292;0.1347;0.107;0.3556;2
0.1335;0.136;0.1106;0.3344;2
0.1355;0.1365;0.1115;0.3204;2
0.1342;0.1351;0.1096;0.3299;2
0.132;0.1357;0.1096;0.3322;2
0.1302;0.1328;0.1082;0.3308;2
0.1316;0.1339;0.1097;0.3256;2
0.1228;0.133;0.1046;0.3726;2
0.1276;0.1344;0.1052;0.3843;2
0.1303;0.1337;0.1083;0.3666;2
0.1268;0.1278;0.1056;0.3317;2
0.1245;0.1244;0.1039;0.3051;2
0.1266;0.1322;0.1041;0.3593;2
0.1272;0.1329;0.1062;0.3531;2
0.1241;0.1327;0.104;0.3629;2
0.1228;0.1319;0.1055;0.3802;2
0.125;0.1331;0.1057;0.3712;2
0.1242;0.1313;0.1057;0.3657;2
0.1242;0.131;0.1044;0.3564;2
0.1235;0.131;0.1045;0.3435;2
0.124;0.1318;0.1054;0.3419;2
0.1259;0.1314;0.1053;0.3433;2
0.1283;0.1324;0.1077;0.3193;2
0.1214;0.1292;0.1041;0.3457;2
0.1281;0.1324;0.1082;0.3306;2
0.1276;0.1343;0.1035;0.3887;2
0.1298;0.1351;0.1041;0.3725;2
0.1334;0.1366;0.1061;0.3705;2
0.1308;0.1355;0.1051;0.3714;2
0.1261;0.1337;0.1044;0.3781;2
0.1288;0.1345;0.1036;0.3665;2
0.126;0.1345;0.1055;0.3784;2
0.1265;0.1359;0.1043;0.3879;2
0.1267;0.1324;0.1033;0.3773;2
0.1283;0.1332;0.103;0.3714;2
0.1354;0.1363;0.105;0.3851;2
0.1346;0.1387;0.1041;0.4004;2
0.1385;0.1388;0.1047;0.3967;2
0.1376;0.1342;0.104;0.3748;2
0.1363;0.1371;0.1041;0.3852;2
0.1376;0.1374;0.1047;0.3873;2
0.1332;0.1355;0.1043;0.3767;2
0.1333;0.1364;0.1036;0.395;2
0.1337;0.1358;0.1035;0.3926;2
0.1308;0.1379;0.1027;0.3987;2
0.1328;0.1384;0.1043;0.3908;2
0.1339;0.1364;0.104;0.3824;2
0.1321;0.1362;0.1044;0.3821;2
0.1356;0.1346;0.1046;0.3698;2
0.1326;0.1338;0.104;0.3631;2
0.1329;0.1297;0.1049;0.3376;2
0.1463;0.1436;0.1157;0.3608;2
0.1354;0.1365;0.1135;0.2962;2
0.1217;0.1256;0.1031;0.3069;2
0.1328;0.1337;0.1098;0.3378;2
0.135;0.1349;0.1099;0.3196;2
0.1273;0.1281;0.1047;0.3091;2
0.1361;0.1369;0.1089;0.3616;2
0.1285;0.1344;0.1053;0.3607;2
0.1291;0.1306;0.1051;0.3325;2
0.1282;0.1303;0.1062;0.3091;2
0.1366;0.1349;0.1101;0.3103;2
0.1355;0.137;0.1103;0.3236;2
0.1264;0.1288;0.1053;0.3104;2
0.1269;0.1302;0.1066;0.3222;2
0.1268;0.1322;0.1057;0.3358;2
0.1235;0.1306;0.1049;0.3354;2
0.1243;0.1286;0.1058;0.3282;2
0.1209;0.1225;0.1035;0.2929;2
0.125;0.1282;0.1023;0.3279;2
0.1262;0.1344;0.1045;0.3787;2
0.1257;0.1322;0.1053;0.3541;2
0.124;0.1291;0.1048;0.3379;2
0.1217;0.1289;0.104;0.3379;2
0.1218;0.1304;0.104;0.3601;2
0.1234;0.129;0.1042;0.344;2
0.1242;0.1322;0.1057;0.3644;2
0.1234;0.1308;0.1044;0.3663;2
0.1241;0.1317;0.1057;0.3471;2
0.1264;0.1329;0.1065;0.3398;2
0.1268;0.1318;0.108;0.3163;2
0.1293;0.1335;0.1075;0.3628;2
0.1305;0.1329;0.1078;0.3519;2
0.1286;0.1355;0.1045;0.3714;2
0.1334;0.1374;0.1064;0.3697;2
0.1259;0.1298;0.102;0.3391;2
0.126;0.1336;0.1039;0.3751;2
0.1254;0.1387;0.1043;0.4024;2
0.1198;0.1288;0.102;0.3432;2
0.1237;0.1289;0.1018;0.3384;2
0.1302;0.1339;0.1039;0.3778;2
0.1307;0.1353;0.1038;0.387;2
0.1315;0.135;0.1038;0.3794;2
0.1347;0.1397;0.1038;0.3917;2
0.139;0.1397;0.1051;0.386;2
0.1421;0.1386;0.1044;0.3861;2
0.1383;0.1375;0.1048;0.3847;2
0.1317;0.1337;0.1042;0.368;2
0.1334;0.1357;0.1041;0.3818;2
0.1334;0.1361;0.1032;0.3845;2
0.1362;0.135;0.1041;0.3743;2
0.13;0.1337;0.1035;0.373;2
0.1298;0.1353;0.1037;0.3799;2
0.129;0.1349;0.1031;0.3981;2
0.1311;0.1379;0.1034;0.4001;2
0.132;0.1362;0.1039;0.3894;2
0.1396;0.1369;0.1076;0.3824;2
0.1519;0.1507;0.1201;0.385;2
0.1267;0.1261;0.1058;0.2786;2
0.1282;0.131;0.1048;0.3518;2
0.1284;0.1314;0.1055;0.3455;2
0.129;0.1293;0.1057;0.3264;2
0.1341;0.1346;0.1095;0.3289;2
0.127;0.1319;0.1061;0.3476;2
0.1278;0.1269;0.1061;0.3214;2
0.1371;0.1387;0.109;0.3842;2
0.132;0.1365;0.1081;0.3628;2
0.1309;0.1338;0.1068;0.3598;2
0.1292;0.1297;0.1035;0.3322;2
0.1367;0.1363;0.1085;0.3678;2
0.1304;0.1361;0.1076;0.3909;2
0.129;0.1334;0.1054;0.3589;2
0.128;0.1319;0.1052;0.3655;2
0.1247;0.1321;0.1044;0.3602;2
0.1202;0.1219;0.1003;0.2949;2
0.1278;0.1296;0.1034;0.3249;2
0.131;0.1341;0.1066;0.3546;2
0.1286;0.1328;0.1056;0.3445;2
0.1248;0.1316;0.1043;0.3483;2
0.1198;0.1292;0.1023;0.3626;2
0.1216;0.1303;0.1031;0.3636;2
0.1247;0.1328;0.1044;0.3747;2
0.1244;0.1324;0.105;0.3655;2
0.1241;0.1314;0.1053;0.3532;2
0.125;0.1335;0.1059;0.3631;2
0.1227;0.1312;0.1053;0.3611;2
0.135;0.1398;0.1115;0.35;2
0.1349;0.1376;0.1112;0.3413;2
0.1272;0.1257;0.1061;0.3072;2
0.1305;0.1298;0.1069;0.3244;2
0.1348;0.1368;0.1059;0.3587;2
0.1333;0.1384;0.1051;0.3689;2
0.1286;0.1332;0.104;0.363;2
0.126;0.133;0.1034;0.372;2
0.1243;0.1297;0.1024;0.3536;2
0.1239;0.1282;0.1022;0.3458;2
0.126;0.1299;0.1025;0.3663;2
0.1282;0.1344;0.1039;0.3738;2
0.1288;0.1353;0.1039;0.3787;2
0.1347;0.1373;0.1049;0.3989;2
0.1377;0.1376;0.1057;0.3759;2
0.1405;0.1382;0.1048;0.3766;2
0.1429;0.1395;0.1057;0.3906;2
0.1331;0.1339;0.1039;0.3641;2
0.1284;0.131;0.1049;0.344;2
0.1334;0.1327;0.1038;0.3626;2
0.1366;0.1375;0.1051;0.3843;2
0.1304;0.1314;0.104;0.3528;2
0.1286;0.1324;0.1036;0.3786;2
0.1252;0.1287;0.1019;0.3617;2
0.1282;0.1352;0.1033;0.3773;2
0.1462;0.1478;0.1122;0.4163;2
0.1454;0.1468;0.1178;0.3676;2
0.1187;0.1191;0.0989;0.2749;2
0.1298;0.1315;0.1032;0.3631;2
0.131;0.1308;0.1058;0.3487;2
0.1279;0.131;0.1061;0.343;2
0.132;0.1331;0.109;0.3308;2
0.1353;0.1338;0.1103;0.3112;2
0.1291;0.1327;0.107;0.3392;2
0.1253;0.1298;0.1033;0.3553;2
0.1252;0.1245;0.104;0.3041;2
0.1303;0.1328;0.1072;0.3273;2
0.1335;0.1285;0.1048;0.3212;2
0.1516;0.1431;0.1159;0.362;2
0.145;0.1381;0.1153;0.325;2
0.127;0.1258;0.1034;0.3043;2
