B04;B03;B02;B8A;feature_key
0.1291;0.1297;0.1066;0.3314;2
0.128;0.1318;0.1046;0.3488;2
0.1262;0.1337;0.1026;0.4187;2
0.1297;0.1341;0.1022;0.4123;2
0.1245;0.1329;0.1029;0.3932;2
0.1242;0.1318;0.1023;0.3874;2
0.1222;0.1302;0.1047;0.3569;2
0.1237;0.1326;0.1052;0.3601;2
0.1238;0.133;0.1039;0.3744;2
0.1254;0.1349;0.103;0.3844;2
0.1353;0.1403;0.1042;0.4005;2
0.1264;0.1325;0.1031;0.3798;2
0.1235;0.1309;0.1028;0.368;2
0.1236;0.132;0.1041;0.3754;2
0.1216;0.1326;0.1038;0.3771;2
0.1216;0.1314;0.1035;0.3736;2
0.1199;0.1308;0.1032;0.3769;2
0.1223;0.1323;0.1046;0.3728;2
0.1306;0.1384;0.1112;0.3487;2
0.1213;0.1274;0.1029;0.3531;2
0.1218;0.1274;0.1033;0.3478;2
0.1213;0.13;0.1036;0.3524;2
0.1224;0.1295;0.1039;0.361;2
0.1234;0.1308;0.1043;0.3596;2
0.1209;0.1263;0.1021;0.352;2
0.1191;0.1277;0.1029;0.3688;2
0.116;0.1271;0.1018;0.3747;2
0.1193;0.1284;0.1043;0.3858;2
0.1226;0.1314;0.1048;0.3761;2
0.125;0.1314;0.1057;0.3552;2
0.1238;0.1305;0.1057;0.3599;2
0.1249;0.1306;0.1072;0.3468;2
0.1257;0.1331;0.1067;0.3709;2
0.1288;0.1315;0.1076;0.35;2
0.1238;0.1294;0.1048;0.3535;2
0.1221;0.1286;0.1035;0.3535;2
0.1216;0.1266;0.1028;0.3427;2
0.1224;0.1277;0.1043;0.3422;2
0.1235;0.128;0.1054;0.3305;2
0.1242;0.1291;0.1057;0.3286;2
0.1232;0.129;0.1049;0.3636;2
0.1205;0.1264;0.1029;0.3506;2
0.1224;0.1282;0.1047;0.3504;2
0.1203;0.1282;0.1029;0.3608;2
0.1233;0.1282;0.1033;0.3584;2
0.1241;0.1295;0.1046;0.3568;2
0.1262;0.1292;0.1044;0.3264;2
0.1226;0.1253;0.1046;0.2821;2
0.126;0.1297;0.1061;0.3034;2
0.1237;0.1255;0.1042;0.2817;2
0.1261;0.1313;0.1052;0.3279;2
0.1308;0.1337;0.1086;0.3217;2
0.1272;0.1325;0.1066;0.3279;2
0.1248;0.1301;0.1056;0.335;2
0.1248;0.1278;0.1052;0.3086;2
0.132;0.1312;0.1092;0.3293;2
0.1315;0.1282;0.1075;0.3117;2
0.1284;0.1306;0.1067;0.326;2
0.1308;0.1309;0.1074;0.3308;2
0.1366;0.1343;0.1092;0.3604;2
0.1218;0.1336;0.1021;0.3918;2
0.1186;0.1265;0.0996;0.3763;2
0.1242;0.1337;0.1023;0.4208;2
0.1223;0.132;0.1031;0.4015;2
0.1244;0.1348;0.1054;0.3975;2
0.1279;0.1363;0.1047;0.4097;2
0.121;0.1316;0.1047;0.3844;2
0.1207;0.1259;0.1037;0.32;2
0.1228;0.1334;0.1041;0.3716;2
0.1265;0.1362;0.104;0.3798;2
0.1327;0.1377;0.1048;0.3852;2
0.1284;0.1336;0.1041;0.3811;2
0.1234;0.1318;0.1036;0.3707;2
0.1244;0.1329;0.1037;0.3778;2
0.124;0.1323;0.1043;0.3664;2
0.1238;0.1316;0.105;0.3659;2
0.1229;0.1329;0.1054;0.3698;2
0.1224;0.1322;0.1037;0.3798;2
0.1333;0.1397;0.1125;0.3593;2
0.1205;0.1272;0.1035;0.3438;2
0.1203;0.1283;0.1031;0.3577;2
0.1232;0.1305;0.103;0.359;2
0.1259;0.1306;0.1039;0.3483;2
0.1257;0.1343;0.1062;0.3711;2
0.1247;0.1346;0.1051;0.3968;2
0.122;0.1322;0.1035;0.3864;2
0.1185;0.128;0.1032;0.3848;2
0.124;0.1295;0.1065;0.356;2
0.1234;0.1293;0.1042;0.3504;2
0.1246;0.1281;0.104;0.3364;2
0.1227;0.1292;0.1042;0.3545;2
0.132;0.1352;0.1103;0.3693;2
0.1278;0.1286;0.1079;0.3036;2
0.1233;0.1257;0.1045;0.3044;2
0.1254;0.1298;0.1049;0.3372;2
0.1257;0.1305;0.1057;0.3295;2
0.1231;0.1282;0.105;0.335;2
0.1254;0.1294;0.1057;0.3464;2
0.1256;0.1317;0.105;0.3643;2
0.1228;0.1302;0.1037;0.355;2
0.1228;0.129;0.1043;0.3504;2
0.1266;0.13;0.1055;0.3406;2
0.1243;0.128;0.104;0.3498;2
0.1249;0.1304;0.1048;0.356;2
0.1213;0.1276;0.1052;0.3182;2
0.1196;0.127;0.1037;0.3504;2
0.1224;0.1292;0.1034;0.3699;2
0.1216;0.1261;0.1028;0.3315;2
0.1228;0.127;0.1049;0.3139;2
0.1279;0.129;0.1067;0.3032;2
0.1364;0.1376;0.1123;0.3286;2
0.1274;0.1307;0.1052;0.3222;2
0.1288;0.1332;0.1062;0.3328;2
0.1298;0.1337;0.1085;0.3161;2
0.1276;0.1311;0.1078;0.3203;2
0.1254;0.1298;0.1052;0.3381;2
0.1254;0.1303;0.1051;0.3495;2
0.1286;0.1309;0.1062;0.338;2
0.1264;0.1237;0.1045;0.2838;2
0.1329;0.1297;0.1082;0.326;2
0.1333;0.1317;0.1083;0.3426;2
0.1245;0.1229;0.1039;0.3024;2
0.12;0.1312;0.102;0.3651;2
0.1207;0.1308;0.1009;0.3708;2
0.1206;0.1268;0.0999;0.3717;2
0.1216;0.1309;0.1039;0.3831;2
0.1215;0.1312;0.1042;0.3803;2
0.1225;0.1321;0.1032;0.4057;2
0.1218;0.1322;0.1045;0.3808;2
0.1286;0.1315;0.1051;0.3554;2
0.1236;0.1317;0.1045;0.3653;2
0.1251;0.1343;0.1051;0.3699;2
0.1256;0.1307;0.1027;0.3532;2
0.1281;0.1332;0.1042;0.3637;2
0.1279;0.134;0.1052;0.3686;2
0.1258;0.1327;0.104;0.3648;2
0.1231;0.1284;0.1029;0.3394;2
0.1211;0.1279;0.1025;0.3371;2
0.1242;0.1307;0.1057;0.3368;2
0.1224;0.1309;0.104;0.353;2
0.1372;0.143;0.1158;0.3124;2
0.1219;0.1292;0.1046;0.3437;2
0.1219;0.1315;0.104;0.3701;2
0.123;0.1283;0.1023;0.3592;2
0.1267;0.1309;0.1036;0.3748;2
0.1215;0.1303;0.103;0.3654;2
0.123;0.1308;0.1035;0.3585;2
0.1218;0.1314;0.1031;0.3865;2
0.1226;0.1311;0.1033;0.3901;2
0.1241;0.1291;0.1043;0.3438;2
0.1247;0.1305;0.105;0.3455;2
0.1213;0.1283;0.1028;0.3721;2
0.1232;0.1289;0.1045;0.354;2
0.1186;0.1196;0.1005;0.2911;2
0.1208;0.1249;0.1028;0.3179;2
0.1272;0.1327;0.1083;0.3419;2
0.1207;0.1283;0.1035;0.3595;2
0.1234;0.1296;0.104;0.3615;2
0.1255;0.1309;0.1051;0.3474;2
0.1261;0.1313;0.106;0.3346;2
0.1262;0.1303;0.1057;0.3455;2
0.1236;0.1297;0.1034;0.3578;2
0.1264;0.1306;0.1051;0.3492;2
0.1242;0.1311;0.1042;0.3648;2
0.126;0.1315;0.1037;0.3817;2
0.1216;0.1286;0.103;0.3555;2
0.1265;0.1318;0.1085;0.2989;2
0.1275;0.132;0.1078;0.3361;2
0.1278;0.1352;0.107;0.3926;2
0.1248;0.132;0.1051;0.3686;2
0.1339;0.1356;0.1099;0.3319;2
0.1429;0.143;0.1154;0.377;2
0.1357;0.1341;0.1097;0.3583;2
0.1314;0.1344;0.1079;0.3523;2
0.1271;0.1321;0.1071;0.3286;2
0.1266;0.13;0.107;0.3106;2
0.1281;0.1297;0.1065;0.3219;2
0.1282;0.1309;0.1076;0.3466;2
0.1304;0.1306;0.1075;0.3248;2
0.1215;0.1208;0.1023;0.2667;2
0.1254;0.1289;0.1057;0.3055;2
0.1249;0.1251;0.1046;0.3016;2
0.1227;0.1201;0.1027;0.2657;2
0.1175;0.1293;0.1006;0.3624;2
0.1193;0.1301;0.1008;0.3657;2
0.1165;0.1247;0.1003;0.3506;2
0.1186;0.1268;0.1025;0.334;2
0.1164;0.1225;0.1011;0.3247;2
0.1162;0.1252;0.1011;0.3308;2
0.1201;0.1269;0.1027;0.3335;2
0.1219;0.1248;0.1014;0.3141;2
0.1168;0.1229;0.1007;0.3189;2
0.1619;0.1586;0.1252;0.3443;2
0.1307;0.1323;0.1057;0.3295;2
0.1235;0.1269;0.1031;0.33;2
0.1216;0.1263;0.1029;0.3089;2
0.1237;0.1268;0.1024;0.3367;2
0.1242;0.1302;0.1041;0.3517;2
0.1209;0.1322;0.103;0.3748;2
0.1213;0.1298;0.1028;0.3537;2
0.1206;0.129;0.1032;0.3497;2
0.118;0.1276;0.1019;0.3526;2
0.1203;0.1294;0.103;0.3455;2
0.1201;0.1272;0.1033;0.3459;2
0.121;0.1273;0.1033;0.3533;2
0.1215;0.1281;0.1027;0.3553;2
0.124;0.1314;0.1041;0.3651;2
0.1254;0.1349;0.1062;0.3853;2
0.1266;0.1331;0.1049;0.3769;2
0.125;0.131;0.1035;0.381;2
0.1273;0.1324;0.1051;0.3686;2
0.1265;0.1283;0.1041;0.3315;2
0.125;0.1313;0.1057;0.3671;2
0.1308;0.1339;0.1085;0.3843;2
0.1319;0.1354;0.1073;0.3833;2
0.1201;0.1283;0.1023;0.356;2
0.1242;0.1298;0.1044;0.3291;2
0.1235;0.1321;0.1047;0.3623;2
0.1234;0.1315;0.1038;0.3684;2
0.1263;0.1309;0.1049;0.356;2
0.1288;0.133;0.1063;0.3462;2
0.1261;0.1302;0.1046;0.3462;2
0.125;0.131;0.1035;0.3759;2
0.1271;0.1342;0.104;0.3793;2
0.1229;0.1313;0.1036;0.3772;2
0.1217;0.128;0.1021;0.3581;2
0.1243;0.1303;0.1036;0.3642;2
0.121;0.1279;0.1046;0.3367;2
0.1278;0.1313;0.1049;0.3659;2
0.127;0.1309;0.1048;0.3488;2
0.1294;0.1331;0.1082;0.3322;2
0.1394;0.1385;0.1138;0.3517;2
0.1336;0.1303;0.1085;0.3422;2
0.1347;0.1307;0.1094;0.3313;2
0.1358;0.1341;0.1113;0.3396;2
0.132;0.1375;0.1103;0.343;2
0.1263;0.131;0.1065;0.3278;2
0.1336;0.135;0.1096;0.3468;2
0.1225;0.1233;0.103;0.305;2
0.1217;0.1227;0.1029;0.2831;2
0.1278;0.1313;0.1064;0.31;2
0.1284;0.133;0.1071;0.3146;2
0.1324;0.1319;0.1085;0.3107;2
0.1227;0.1261;0.104;0.3157;2
0.1178;0.1275;0.1017;0.3694;2
0.1177;0.1281;0.1018;0.3526;2
0.1173;0.1279;0.1028;0.3615;2
0.1181;0.127;0.1025;0.3481;2
0.1193;0.1282;0.1026;0.3443;2
0.1197;0.13;0.1034;0.3528;2
0.1189;0.1281;0.1027;0.347;2
0.1184;0.127;0.1022;0.3345;2
0.1208;0.1302;0.1037;0.3541;2
0.1431;0.1441;0.1176;0.3081;2
0.1243;0.1283;0.1046;0.3375;2
0.1258;0.1298;0.1036;0.3489;2
0.1229;0.1282;0.1041;0.3517;2
0.1256;0.1298;0.104;0.3518;2
0.1208;0.1257;0.1027;0.332;2
0.1198;0.1275;0.1031;0.3437;2
0.121;0.1286;0.104;0.3451;2
0.1235;0.1324;0.1043;0.3557;2
0.126;0.1375;0.1058;0.3951;2
0.1213;0.1315;0.105;0.3667;2
0.1202;0.1308;0.1039;0.3535;2
0.1244;0.1315;0.1048;0.3583;2
0.1253;0.132;0.1037;0.3671;2
0.1226;0.1282;0.1026;0.3552;2
0.125;0.1309;0.1041;0.3521;2
0.131;0.1358;0.1047;0.3697;2
0.1305;0.1356;0.106;0.3783;2
0.1246;0.1302;0.1042;0.3623;2
0.1275;0.1334;0.106;0.3832;2
0.1352;0.1342;0.1108;0.3349;2
0.1408;0.1338;0.1115;0.3138;2
0.13;0.1307;0.1072;0.3459;2
0.1267;0.1349;0.1057;0.3957;2
0.1287;0.1339;0.1076;0.3662;2
0.1291;0.1332;0.1072;0.3544;2
0.1254;0.1309;0.1056;0.3503;2
0.1235;0.1286;0.1028;0.3479;2
0.1259;0.1305;0.1039;0.3598;2
0.1264;0.1337;0.1045;0.3901;2
0.1293;0.1346;0.1065;0.3817;2
0.1282;0.1288;0.1049;0.3318;2
0.121;0.1282;0.101;0.365;2
0.1236;0.1314;0.1023;0.3918;2
0.1231;0.1293;0.1028;0.3687;2
0.1235;0.1293;0.1042;0.3665;2
0.1258;0.1314;0.1049;0.3501;2
0.1228;0.1278;0.1024;0.3434;2
0.1251;0.1298;0.1048;0.3462;2
0.1256;0.1267;0.1046;0.2995;2
0.1239;0.1226;0.1041;0.2905;2
0.1234;0.1217;0.1032;0.272;2
0.1234;0.124;0.1039;0.2779;2
0.1297;0.1289;0.1081;0.3207;2
0.1336;0.1355;0.1104;0.3462;2
0.12;0.1209;0.102;0.2797;2
0.1229;0.1265;0.1044;0.3114;2
0.1283;0.1318;0.1073;0.3239;2
0.1298;0.1317;0.1073;0.321;2
0.1362;0.1363;0.1116;0.3398;2
0.1203;0.1212;0.1024;0.2795;2
0.1204;0.1249;0.1029;0.2977;2
0.1187;0.129;0.1016;0.3625;2
0.1178;0.1285;0.1023;0.3644;2
0.1197;0.1306;0.1034;0.3704;2
0.1198;0.1293;0.1037;0.3496;2
0.1229;0.129;0.1045;0.3383;2
0.1197;0.1286;0.1027;0.357;2
0.1182;0.126;0.1027;0.3398;2
0.1226;0.1305;0.1042;0.3685;2
0.1254;0.1305;0.1055;0.3482;2
0.1244;0.1308;0.1045;0.3401;2
0.127;0.131;0.1053;0.333;2
0.1272;0.1283;0.1054;0.3271;2
0.1265;0.1283;0.1045;0.321;2
0.1275;0.1326;0.1063;0.3455;2
0.1227;0.1286;0.1043;0.3449;2
0.1214;0.1297;0.1042;0.354;2
0.13;0.131;0.1051;0.364;2
0.1229;0.1292;0.1029;0.3645;2
0.1262;0.1313;0.1051;0.3518;2
0.1326;0.1392;0.1104;0.3904;2
0.1287;0.136;0.1073;0.3836;2
0.1306;0.1321;0.1085;0.347;2
0.1324;0.1346;0.1077;0.3623;2
0.1272;0.1302;0.1027;0.3373;2
0.1287;0.1338;0.1052;0.3648;2
0.1314;0.1389;0.1062;0.3901;2
0.1315;0.1358;0.107;0.3686;2
0.1274;0.1314;0.1044;0.3612;2
0.1254;0.1257;0.1038;0.3089;2
0.1229;0.1239;0.1031;0.2992;2
0.1246;0.1266;0.1051;0.2965;2
0.1258;0.1268;0.1055;0.3308;2
0.1338;0.136;0.1095;0.3626;2
0.1282;0.1307;0.1064;0.3509;2
0.1319;0.1358;0.1081;0.3707;2
0.1248;0.1314;0.1055;0.3579;2
0.1242;0.13;0.1041;0.3505;2
0.1233;0.1305;0.103;0.3656;2
0.13;0.1334;0.1071;0.3684;2
0.1236;0.1241;0.1034;0.308;2
0.1194;0.1259;0.101;0.3565;2
0.1221;0.1321;0.1034;0.3899;2
0.1233;0.1308;0.1025;0.3754;2
0.123;0.1293;0.102;0.3686;2
0.1225;0.1289;0.1025;0.3537;2
0.123;0.1255;0.1032;0.3197;2
0.1266;0.1306;0.1039;0.354;2
0.1257;0.1322;0.1058;0.3629;2
0.1295;0.1304;0.1068;0.3249;2
0.1291;0.1294;0.1066;0.2955;2
0.1241;0.1292;0.1049;0.3096;2
0.1272;0.1301;0.107;0.3134;2
0.125;0.127;0.1061;0.2861;2
0.1181;0.1183;0.1005;0.2731;2
0.1227;0.1276;0.1042;0.319;2
0.1285;0.1305;0.1075;0.3152;2
0.1358;0.1361;0.1101;0.3439;2
0.1336;0.1331;0.1088;0.3269;2
0.117;0.1164;0.0992;0.2576;2
0.1204;0.1251;0.1031;0.3103;2
0.1158;0.1214;0.1007;0.3077;2
0.1218;0.1301;0.1029;0.3635;2
0.1222;0.1303;0.1047;0.357;2
0.1222;0.1301;0.1049;0.3495;2
0.1228;0.1297;0.1059;0.3324;2
0.1177;0.1253;0.1018;0.3269;2
0.1195;0.1279;0.1027;0.347;2
0.1248;0.1299;0.1042;0.3522;2
0.1216;0.1265;0.1034;0.3231;2
0.1255;0.1297;0.1054;0.3224;2
0.1281;0.1287;0.1051;0.3185;2
0.1295;0.1296;0.1062;0.3068;2
0.1252;0.1278;0.1038;0.3192;2
0.1246;0.1264;0.1042;0.3144;2
0.12;0.1251;0.1021;0.3274;2
0.1259;0.1313;0.1053;0.3599;2
0.1314;0.1306;0.1059;0.3309;2
0.1243;0.1305;0.1034;0.3497;2
0.1268;0.132;0.1042;0.3677;2
0.1239;0.126;0.1057;0.3325;2
0.1304;0.1282;0.1088;0.3161;2
0.1307;0.1289;0.109;0.313;2
0.1291;0.1272;0.1074;0.2848;2
0.1279;0.1332;0.1065;0.3474;2
0.1269;0.132;0.1042;0.3688;2
0.1286;0.1337;0.1076;0.3586;2
0.1269;0.1299;0.1058;0.3462;2
0.1232;0.1244;0.1034;0.3066;2
0.1262;0.131;0.1039;0.3643;2
0.1249;0.1279;0.1048;0.3387;2
0.129;0.1323;0.1079;0.332;2
0.1218;0.124;0.1028;0.3029;2
0.1207;0.1221;0.1021;0.2959;2
0.1235;0.1258;0.1031;0.3035;2
0.1287;0.1297;0.1053;0.3371;2
0.1282;0.1337;0.1066;0.3733;2
0.1277;0.1343;0.1066;0.3708;2
0.1287;0.1334;0.1065;0.363;2
0.1229;0.1263;0.103;0.322;2
0.1213;0.1293;0.1024;0.368;2
0.1234;0.1323;0.1032;0.3885;2
0.1229;0.1317;0.1033;0.3962;2
0.1204;0.1282;0.1028;0.3755;2
0.1202;0.1263;0.1018;0.3384;2
0.1186;0.1244;0.1018;0.3345;2
0.119;0.1243;0.1018;0.3285;2
0.1262;0.1323;0.1048;0.3662;2
0.1272;0.1305;0.1047;0.3453;2
0.1295;0.1318;0.1075;0.3376;2
0.1286;0.1279;0.1057;0.3148;2
0.1268;0.1301;0.1063;0.318;2
0.1293;0.1325;0.1092;0.3235;2
0.1308;0.1353;0.1096;0.3355;2
0.1266;0.1307;0.1047;0.3388;2
0.1214;0.1274;0.104;0.3375;2
0.1281;0.1302;0.1071;0.3319;2
0.1258;0.1243;0.1039;0.2919;2
0.1199;0.1208;0.1017;0.2649;2
0.1218;0.1281;0.1034;0.3322;2
0.118;0.1255;0.1023;0.3375;2
0.1156;0.1215;0.0992;0.3149;2
0.1171;0.1231;0.101;0.3066;2
0.1252;0.1311;0.1059;0.3391;2
0.1259;0.133;0.1074;0.3426;2
0.1213;0.1273;0.1036;0.3318;2
0.1215;0.1312;0.1051;0.3479;2
0.1192;0.1275;0.1018;0.3489;2
0.1239;0.1309;0.1039;0.3504;2
0.1232;0.1295;0.1043;0.3552;2
0.1256;0.1328;0.1053;0.3555;2
0.1205;0.1265;0.1017;0.3471;2
0.1229;0.1271;0.1023;0.3235;2
0.1216;0.1274;0.1036;0.33;2
0.1224;0.1239;0.1017;0.3223;2
0.1282;0.1303;0.1052;0.348;2
0.1274;0.1292;0.1048;0.3357;2
0.1214;0.127;0.1023;0.3446;2
0.1236;0.129;0.1039;0.3557;2
0.123;0.1277;0.1036;0.3301;2
0.1227;0.122;0.1042;0.2845;2
0.1235;0.1228;0.1043;0.2783;2
0.1318;0.1305;0.1087;0.3153;2
0.1351;0.1347;0.1113;0.3234;2
0.1316;0.1341;0.1095;0.3329;2
0.1279;0.1319;0.1056;0.368;2
0.1293;0.1304;0.1083;0.3327;2
0.1231;0.1252;0.1039;0.3081;2
0.1279;0.1321;0.1047;0.3672;2
0.1236;0.1309;0.1038;0.3633;2
0.1255;0.1277;0.1035;0.3399;2
0.1291;0.1324;0.1065;0.3329;2
0.1272;0.131;0.1075;0.3166;2
0.1226;0.1268;0.1035;0.3282;2
0.1234;0.1304;0.1026;0.3521;2
0.122;0.1233;0.1029;0.2986;2
0.1176;0.12;0.0999;0.2954;2
0.1209;0.1296;0.1028;0.3568;2
0.1215;0.1271;0.1021;0.3437;2
0.1242;0.1287;0.1032;0.366;2
0.1232;0.1303;0.1026;0.3806;2
0.1222;0.1306;0.1028;0.3734;2
0.1242;0.13;0.1033;0.3603;2
0.1258;0.1319;0.1039;0.3657;2
0.1265;0.1314;0.1034;0.3683;2
0.121;0.1278;0.1028;0.3527;2
0.121;0.1288;0.1033;0.3492;2
0.1274;0.1308;0.1049;0.348;2
0.1281;0.1302;0.1053;0.3366;2
0.1291;0.1296;0.1061;0.3179;2
0.1293;0.1305;0.1069;0.3051;2
0.1331;0.1342;0.1094;0.3306;2
0.1311;0.1345;0.1085;0.3528;2
0.1254;0.1266;0.1057;0.2854;2
0.1189;0.1246;0.1015;0.3173;2
0.1245;0.128;0.1045;0.3328;2
0.1184;0.1176;0.1012;0.2523;2
0.1188;0.1217;0.1006;0.2842;2
0.1235;0.1285;0.104;0.3323;2
0.1188;0.1278;0.1027;0.3455;2
0.1189;0.1271;0.1026;0.355;2
0.1152;0.123;0.1009;0.3253;2
0.1194;0.1241;0.1013;0.3286;2
0.1169;0.1219;0.1015;0.2993;2
0.1187;0.1236;0.101;0.3052;2
0.123;0.1293;0.1033;0.3398;2
0.1242;0.1282;0.1053;0.3361;2
0.1255;0.1316;0.1069;0.3402;2
0.1229;0.1303;0.1048;0.346;2
0.1215;0.1285;0.1035;0.3366;2
0.1225;0.1306;0.1035;0.3681;2
0.1273;0.1345;0.1057;0.3593;2
0.1265;0.1316;0.1056;0.3554;2
0.1289;0.1352;0.1064;0.3733;2
0.1248;0.1298;0.1035;0.3345;2
0.1254;0.1306;0.1036;0.3603;2
0.1257;0.1303;0.1033;0.3615;2
0.123;0.1308;0.103;0.3635;2
0.1246;0.1311;0.1034;0.3703;2
0.1232;0.1264;0.1011;0.3452;2
0.1239;0.1309;0.1037;0.353;2
0.1239;0.1291;0.1047;0.3299;2
0.1263;0.132;0.1073;0.3222;2
0.1278;0.1281;0.1058;0.3233;2
0.1308;0.1307;0.108;0.3364;2
0.1337;0.1339;0.1113;0.3176;2
0.1265;0.1299;0.1044;0.3336;2
0.1229;0.1275;0.1029;0.334;2
0.1193;0.1256;0.1013;0.3493;2
0.1226;0.1294;0.1033;0.3662;2
0.128;0.1346;0.1038;0.3936;2
0.1283;0.1327;0.104;0.378;2
0.1266;0.1304;0.104;0.3538;2
0.129;0.131;0.1064;0.3411;2
0.1278;0.1299;0.1056;0.327;2
0.1237;0.1286;0.1023;0.3442;2
0.1209;0.1272;0.1028;0.3438;2
0.1243;0.1309;0.1041;0.3529;2
0.1222;0.1301;0.1038;0.3829;2
0.1223;0.1303;0.1037;0.3731;2
0.1221;0.127;0.1024;0.3584;2
0.124;0.1308;0.1038;0.3776;2
0.1244;0.132;0.1053;0.3692;2
0.1283;0.1297;0.1042;0.3552;2
0.1252;0.1307;0.1039;0.362;2
0.1261;0.1325;0.104;0.3628;2
0.1236;0.1283;0.1031;0.3485;2
0.1208;0.1259;0.1022;0.3267;2
0.1262;0.1285;0.1031;0.3266;2
0.1283;0.1283;0.104;0.3216;2
0.1293;0.1299;0.1065;0.3174;2
0.1334;0.1336;0.1083;0.3311;2
0.1278;0.1288;0.1053;0.3281;2
0.1202;0.1242;0.1016;0.2949;2
0.1269;0.1299;0.1055;0.3162;2
0.1228;0.1299;0.1034;0.3478;2
0.12;0.125;0.1024;0.3098;2
0.1205;0.1249;0.1033;0.3095;2
0.1255;0.1288;0.1038;0.3221;2
0.1239;0.1293;0.1038;0.3355;2
0.1263;0.1311;0.1056;0.348;2
0.1313;0.1351;0.1082;0.3696;2
0.1143;0.1201;0.0993;0.305;2
0.1191;0.1257;0.1012;0.3362;2
0.115;0.121;0.1001;0.3143;2
0.1151;0.1211;0.0993;0.3309;2
0.1157;0.1223;0.1005;0.322;2
0.1226;0.129;0.1053;0.3276;2
0.1259;0.132;0.1063;0.3604;2
0.1245;0.1309;0.1049;0.3481;2
0.1221;0.1293;0.1037;0.3351;2
0.1233;0.131;0.1049;0.3586;2
0.1265;0.1339;0.1063;0.3659;2
0.1262;0.1333;0.1052;0.355;2
0.1231;0.1284;0.1027;0.34;2
0.1265;0.131;0.1052;0.3621;2
0.124;0.1295;0.1035;0.3601;2
0.1254;0.1329;0.1051;0.3822;2
0.1244;0.1318;0.1039;0.3799;2
0.1243;0.1301;0.1015;0.3656;2
0.1267;0.1333;0.1038;0.3883;2
0.1258;0.1327;0.1043;0.3907;2
0.1288;0.1346;0.1072;0.3629;2
0.1308;0.1371;0.1085;0.3459;2
0.1216;0.1262;0.1032;0.302;2
0.1196;0.1211;0.1017;0.2683;2
0.1313;0.1308;0.1099;0.2846;2
0.1297;0.1358;0.1086;0.3501;2
0.1229;0.1309;0.1034;0.3713;2
0.1249;0.1334;0.1039;0.3869;2
0.125;0.1309;0.1042;0.3704;2
0.1257;0.1334;0.1044;0.3844;2
0.1298;0.1354;0.1052;0.3877;2
0.1288;0.1354;0.1047;0.3867;2
0.124;0.1282;0.1031;0.347;2
0.1285;0.1325;0.1067;0.3562;2
0.1255;0.1337;0.1053;0.3831;2
0.1221;0.1294;0.103;0.3683;2
0.1282;0.1333;0.1077;0.378;2
0.1264;0.1318;0.1055;0.3693;2
0.1242;0.1296;0.104;0.3598;2
0.1223;0.1313;0.1041;0.3799;2
0.1246;0.1311;0.1054;0.3638;2
0.1293;0.1328;0.1073;0.358;2
0.1277;0.1313;0.1065;0.3349;2
0.1249;0.1311;0.1048;0.3614;2
0.1235;0.1288;0.104;0.3601;2
0.1231;0.1293;0.1049;0.3473;2
0.1272;0.1336;0.1066;0.3683;2
0.124;0.1294;0.104;0.3446;2
0.1274;0.1306;0.1035;0.3365;2
0.1264;0.1282;0.105;0.3146;2
0.1258;0.1265;0.1034;0.3076;2
0.1249;0.126;0.1046;0.2866;2
0.1326;0.1354;0.1101;0.32;2
0.1291;0.1343;0.1077;0.3358;2
0.1234;0.1287;0.1028;0.3463;2
0.1256;0.1312;0.1042;0.3597;2
0.1247;0.1317;0.1049;0.3587;2
0.123;0.1281;0.1035;0.3322;2
0.1293;0.1334;0.1063;0.3596;2
0.1366;0.136;0.111;0.3381;2
0.1145;0.1207;0.0991;0.3228;2
0.1148;0.1217;0.0995;0.3111;2
0.1182;0.1254;0.1011;0.3446;2
0.1175;0.1234;0.1017;0.3367;2
0.1169;0.1252;0.102;0.3427;2
0.1175;0.1239;0.1015;0.32;2
0.1201;0.1255;0.1027;0.3175;2
0.1222;0.1282;0.1028;0.3447;2
0.122;0.1282;0.1029;0.3633;2
0.1218;0.1309;0.1039;0.3691;2
0.1233;0.1308;0.1044;0.3539;2
0.1284;0.135;0.1069;0.3551;2
0.1237;0.1314;0.1048;0.3669;2
0.1243;0.131;0.1043;0.3658;2
0.1248;0.1324;0.1052;0.3784;2
0.1254;0.1334;0.1043;0.3774;2
0.1264;0.132;0.1028;0.3836;2
0.125;0.1319;0.1023;0.3834;2
0.1253;0.1324;0.103;0.3704;2
0.1248;0.1306;0.1021;0.3769;2
0.1277;0.1352;0.1059;0.3782;2
0.1261;0.1315;0.105;0.3537;2
0.1295;0.1343;0.1083;0.341;2
0.1297;0.1344;0.1064;0.3559;2
0.1353;0.1355;0.1124;0.3033;2
0.1245;0.1298;0.1054;0.3239;2
0.1257;0.1344;0.1042;0.3819;2
0.124;0.1318;0.1031;0.3789;2
0.1259;0.1321;0.1044;0.3778;2
0.1244;0.1318;0.1044;0.3664;2
0.1305;0.1369;0.1075;0.3714;2
0.1285;0.1345;0.1055;0.3669;2
0.1252;0.1319;0.1047;0.3706;2
0.1234;0.1291;0.1031;0.3551;2
0.1236;0.132;0.104;0.3826;2
0.1239;0.1326;0.104;0.3861;2
0.1233;0.1262;0.1043;0.3333;2
0.1332;0.1342;0.1101;0.3446;2
0.1283;0.1336;0.1085;0.3442;2
0.1244;0.133;0.1065;0.363;2
0.127;0.1319;0.1071;0.3365;2
