B04,B03,B02,B8A,label
0.0397,0.0499,0.0297,0.3423,2
0.0458,0.0545,0.0333,0.35,2
0.0243,0.0394,0.0209,0.3598,2
0.0219,0.0394,0.0193,0.3817,2
0.0228,0.0386,0.0191,0.3898,2
0.0232,0.0393,0.0205,0.3839,2
0.0236,0.038,0.0199,0.3641,2
0.0235,0.0369,0.0193,0.3444,2
0.0222,0.037,0.0198,0.3397,2
0.0221,0.0352,0.0194,0.3354,2
0.0236,0.0375,0.0196,0.3476,2
0.0223,0.0389,0.0197,0.3723,2
0.0227,0.0395,0.0195,0.3764,2
0.0247,0.0421,0.0214,0.3909,2
0.0238,0.0408,0.0207,0.3785,2
0.021,0.0372,0.0189,0.3862,2
0.0209,0.0359,0.0183,0.3937,2
0.0217,0.0362,0.0188,0.3638,2
0.0266,0.0414,0.0215,0.3664,2
0.0282,0.0453,0.0232,0.3937,2
0.0221,0.0364,0.0194,0.3403,2
0.0225,0.0369,0.0197,0.3656,2
0.0216,0.0367,0.0188,0.3624,2
0.0208,0.0356,0.0187,0.3514,2
0.0241,0.0401,0.0206,0.377,2
0.0244,0.0539,0.0234,0.5826,2
0.0228,0.0442,0.0209,0.533,2
0.0216,0.0407,0.0213,0.4662,2
0.022,0.0404,0.0208,0.4351,2
0.0208,0.0374,0.0192,0.4132,2
0.0233,0.0379,0.0206,0.3836,2
0.0227,0.0372,0.0194,0.3616,2
0.0249,0.0386,0.0203,0.3621,2
0.0217,0.0361,0.0186,0.342,2
0.0225,0.0363,0.0194,0.3391,2
0.0248,0.038,0.0207,0.3417,2
0.0558,0.0631,0.0408,0.3207,2
0.0681,0.0743,0.0474,0.3242,2
0.0443,0.0559,0.0331,0.3573,2
0.0244,0.0403,0.0208,0.3589,2
0.0232,0.0395,0.0197,0.3753,2
0.0243,0.0397,0.0207,0.3581,2
0.0234,0.0381,0.0203,0.3464,2
0.0239,0.0369,0.0197,0.3337,2
0.0254,0.039,0.022,0.3217,2
0.022,0.0375,0.0195,0.3359,2
0.0236,0.038,0.0199,0.3374,2
0.0229,0.0376,0.0189,0.3583,2
0.0221,0.0395,0.0187,0.3815,2
0.0198,0.0343,0.0173,0.3583,2
0.0235,0.037,0.0199,0.3469,2
0.0199,0.0354,0.018,0.3836,2
0.0213,0.0375,0.0186,0.3901,2
0.0228,0.0383,0.0197,0.3723,2
0.0264,0.0508,0.0239,0.4388,2
0.024,0.0466,0.0214,0.4173,2
0.0226,0.0366,0.0196,0.3512,2
0.0224,0.037,0.0195,0.357,2
0.02,0.0341,0.0178,0.3593,2
0.0202,0.0349,0.0177,0.3629,2
0.0219,0.0385,0.0192,0.3968,2
0.0238,0.0485,0.0224,0.5123,2
0.0226,0.0466,0.0217,0.5397,2
0.022,0.0451,0.0211,0.476,2
0.0227,0.0387,0.0205,0.4039,2
0.0222,0.0373,0.0205,0.4159,2
0.0261,0.0393,0.0221,0.359,2
0.0235,0.037,0.0202,0.3573,2
0.0234,0.0361,0.0192,0.3439,2
0.022,0.0358,0.0189,0.349,2
0.0235,0.0371,0.0197,0.3396,2
0.0233,0.0365,0.0199,0.3399,2
0.0248,0.0391,0.0206,0.3723,2
0.0232,0.0377,0.0204,0.3704,2
0.034,0.0472,0.0264,0.347,2
0.0493,0.0582,0.0358,0.3317,2
0.0456,0.0533,0.033,0.3227,2
0.0244,0.0389,0.0208,0.3339,2
0.0235,0.0375,0.02,0.3304,2
0.021,0.0364,0.0188,0.3534,2
0.0224,0.0367,0.0199,0.3365,2
0.0226,0.0365,0.0194,0.3429,2
0.0261,0.0388,0.0209,0.3276,2
0.023,0.0399,0.0194,0.3804,2
0.019,0.0338,0.0176,0.3653,2
0.0196,0.0345,0.0172,0.3664,2
0.0225,0.0373,0.0201,0.3485,2
0.0211,0.0361,0.0176,0.3859,2
0.0204,0.0345,0.0177,0.3837,2
0.0245,0.044,0.0214,0.4084,2
0.0259,0.0517,0.0228,0.4372,2
0.0228,0.0371,0.0195,0.3491,2
0.0249,0.0424,0.0218,0.3981,2
0.0214,0.0367,0.0187,0.3686,2
0.0208,0.0366,0.0191,0.3776,2
0.0215,0.0363,0.0187,0.3842,2
0.023,0.04,0.0202,0.3834,2
0.0232,0.0465,0.0223,0.4895,2
0.0232,0.0461,0.022,0.4891,2
0.0216,0.038,0.0198,0.3936,2
0.0239,0.038,0.0194,0.3747,2
0.0236,0.0392,0.02,0.3922,2
0.0238,0.038,0.0205,0.3495,2
0.0235,0.0372,0.0197,0.3528,2
0.0229,0.036,0.019,0.3506,2
0.0222,0.0361,0.0182,0.3597,2
0.0216,0.0355,0.0184,0.365,2
0.0256,0.0393,0.0205,0.3569,2
0.0207,0.0363,0.0179,0.3819,2
0.0224,0.0373,0.0192,0.3821,2
0.0217,0.0374,0.0186,0.3885,2
0.0232,0.0374,0.0197,0.367,2
0.0356,0.0446,0.0263,0.327,2
0.0545,0.0592,0.0391,0.3155,2
0.0295,0.0425,0.0233,0.3451,2
0.0217,0.0359,0.0191,0.3327,2
0.0224,0.0363,0.0195,0.3361,2
0.0219,0.037,0.0188,0.3552,2
0.0208,0.0388,0.0183,0.3776,2
0.0228,0.0411,0.0192,0.3953,2
0.0214,0.0375,0.0192,0.3941,2
0.023,0.0388,0.02,0.3729,2
0.0227,0.0369,0.0183,0.3722,2
0.0212,0.0361,0.0183,0.3858,2
0.0237,0.039,0.0201,0.3991,2
0.0263,0.0542,0.0235,0.4809,2
0.0219,0.0426,0.0195,0.3978,2
0.024,0.0401,0.0208,0.3802,2
0.0242,0.0458,0.0221,0.46,2
0.0217,0.0369,0.0188,0.3686,2
0.0211,0.0361,0.0188,0.3769,2
0.0205,0.0359,0.0182,0.3696,2
0.0234,0.0407,0.0202,0.3953,2
0.0233,0.0448,0.0216,0.4923,2
0.0225,0.0398,0.0209,0.3897,2
0.0224,0.0398,0.0211,0.3896,2
0.0222,0.0371,0.0198,0.3611,2
0.0226,0.0368,0.0196,0.3758,2
0.0226,0.0387,0.0192,0.3774,2
0.023,0.0377,0.0196,0.3551,2
0.022,0.036,0.0184,0.3635,2
0.0221,0.0362,0.0187,0.376,2
0.0284,0.041,0.0217,0.3465,2
0.0231,0.0386,0.0203,0.3636,2
0.0224,0.0373,0.0191,0.3755,2
0.0221,0.0367,0.0193,0.3722,2
0.0227,0.0379,0.0194,0.3698,2
0.0232,0.0371,0.0197,0.3483,2
0.0246,0.0378,0.0202,0.3411,2
0.0278,0.0404,0.0224,0.3419,2
0.0573,0.0626,0.0407,0.3262,2
0.0236,0.0375,0.0206,0.3441,2
0.0236,0.0369,0.0202,0.3398,2
0.0225,0.0375,0.0188,0.366,2
0.0204,0.0373,0.0186,0.3857,2
0.0211,0.0356,0.0187,0.3634,2
0.0206,0.0387,0.0194,0.4321,2
0.0309,0.0496,0.0255,0.4163,2
0.0253,0.0418,0.0213,0.3864,2
0.0222,0.0373,0.019,0.3928,2
0.0308,0.0469,0.0238,0.39,2
0.0295,0.0476,0.0234,0.3898,2
0.0227,0.0382,0.0191,0.379,2
0.0256,0.0437,0.0218,0.4002,2
0.0239,0.0429,0.021,0.4076,2
0.0221,0.0373,0.0191,0.3687,2
0.021,0.0355,0.0192,0.3699,2
0.0213,0.0377,0.0192,0.3692,2
0.0227,0.0401,0.0198,0.3708,2
0.0223,0.0401,0.0207,0.3888,2
0.0215,0.0368,0.02,0.3659,2
0.0214,0.0351,0.0182,0.3606,2
0.0214,0.036,0.0185,0.3616,2
0.0224,0.0367,0.0197,0.3615,2
0.0243,0.0385,0.0202,0.3536,2
0.0234,0.0379,0.0196,0.3594,2
0.0228,0.0379,0.019,0.3634,2
0.0248,0.0395,0.0203,0.3763,2
0.0255,0.0393,0.0211,0.3691,2
0.0218,0.0374,0.0193,0.3837,2
0.0211,0.0385,0.0191,0.3812,2
0.0212,0.0369,0.0188,0.3752,2
0.0228,0.0369,0.0193,0.3631,2
0.0243,0.0371,0.0197,0.3361,2
0.0235,0.0367,0.0197,0.3282,2
0.0224,0.0364,0.0193,0.3419,2
0.0373,0.0481,0.028,0.3337,2
0.0374,0.0498,0.0292,0.3646,2
0.0264,0.0392,0.0213,0.3411,2
0.0232,0.0395,0.0197,0.3817,2
0.0204,0.0373,0.018,0.3804,2
0.0197,0.0345,0.018,0.3619,2
0.0209,0.0367,0.0183,0.3673,2
0.024,0.0401,0.0207,0.367,2
0.0266,0.0459,0.0228,0.3984,2
0.0256,0.0429,0.022,0.3827,2
0.0268,0.0402,0.021,0.3539,2
0.0368,0.0475,0.0254,0.3452,2
0.0338,0.0468,0.0258,0.3515,2
0.0277,0.046,0.0235,0.401,2
0.0239,0.0394,0.0205,0.3597,2
0.0225,0.0377,0.0199,0.3649,2
0.0208,0.0342,0.0182,0.3651,2
0.0216,0.0378,0.0194,0.3773,2
0.0239,0.0419,0.0208,0.3829,2
0.0208,0.0372,0.0184,0.379,2
0.0216,0.0378,0.0194,0.3649,2
0.0229,0.0366,0.0193,0.3509,2
0.0225,0.037,0.0196,0.3634,2
0.0233,0.0391,0.0205,0.3528,2
0.0219,0.0365,0.0188,0.3488,2
0.0225,0.0368,0.019,0.3545,2
0.0218,0.0366,0.0187,0.3695,2
0.0251,0.0378,0.0203,0.3662,2
0.0214,0.0389,0.019,0.401,2
0.0205,0.0387,0.0189,0.4006,2
0.021,0.0375,0.0186,0.3982,2
0.0228,0.0382,0.0188,0.3718,2
0.0233,0.0362,0.0191,0.3379,2
0.0237,0.0365,0.019,0.338,2
0.0225,0.0355,0.0192,0.332,2
0.0237,0.0374,0.0194,0.3388,2
0.0243,0.0377,0.0197,0.3428,2
0.0489,0.0553,0.0347,0.3244,2
0.0236,0.0367,0.019,0.35,2
0.0246,0.0386,0.0192,0.3486,2
0.0212,0.0351,0.0184,0.3689,2
0.0214,0.0365,0.0186,0.3664,2
0.0201,0.0356,0.0182,0.3779,2
0.0213,0.0358,0.0183,0.3593,2
0.0206,0.0371,0.0182,0.362,2
0.021,0.0371,0.0186,0.3821,2
0.0209,0.0384,0.0185,0.3904,2
0.0289,0.0437,0.0235,0.3461,2
0.0374,0.0504,0.0273,0.3572,2
0.0305,0.0428,0.0234,0.3577,2
0.0211,0.0373,0.0189,0.3765,2
0.0198,0.0355,0.0189,0.3708,2
0.021,0.0382,0.0194,0.3841,2
0.0216,0.0405,0.02,0.386,2
0.0203,0.0364,0.0184,0.3635,2
0.0221,0.0377,0.0198,0.3669,2
0.0211,0.035,0.0179,0.3542,2
0.023,0.0377,0.0202,0.3586,2
0.0229,0.0386,0.021,0.3585,2
0.0233,0.0392,0.02,0.3505,2
0.0223,0.0383,0.0205,0.3684,2
0.0274,0.0406,0.022,0.3623,2
0.0268,0.0413,0.0217,0.3525,2
0.0211,0.0393,0.0198,0.3976,2
0.0204,0.0387,0.0188,0.4015,2
0.0219,0.04,0.0196,0.398,2
0.0229,0.0375,0.0191,0.3418,2
0.0234,0.0356,0.0187,0.3359,2
0.0234,0.0369,0.0191,0.3445,2
0.0228,0.0373,0.0192,0.3513,2
0.0256,0.0379,0.0201,0.3377,2
0.0265,0.0379,0.0204,0.3377,2
0.0437,0.0545,0.0317,0.3557,2
0.0233,0.0365,0.0186,0.3628,2
0.0208,0.0357,0.0177,0.3612,2
0.0258,0.0413,0.0209,0.3905,2
0.0263,0.0407,0.0225,0.3731,2
0.0319,0.0462,0.0272,0.3706,2
0.0231,0.0375,0.0204,0.3793,2
0.0224,0.0371,0.0182,0.3629,2
0.0216,0.0365,0.0186,0.3817,2
0.0213,0.0361,0.0192,0.3745,2
0.0207,0.0359,0.0182,0.3812,2
0.0215,0.0369,0.0196,0.3711,2
0.0263,0.0406,0.0211,0.3583,2
0.0292,0.0419,0.0226,0.3478,2
0.0245,0.0376,0.0203,0.3594,2
0.0224,0.0374,0.02,0.3639,2
0.0228,0.0392,0.02,0.3753,2
0.021,0.0371,0.0182,0.3778,2
0.0204,0.0357,0.0182,0.376,2
0.0215,0.0361,0.0184,0.357,2
0.0209,0.0351,0.0177,0.3536,2
0.0213,0.0357,0.0188,0.3683,2
0.0245,0.039,0.0209,0.3555,2
0.0235,0.0382,0.0207,0.3584,2
0.0255,0.0394,0.0212,0.3555,2
0.0319,0.0461,0.0266,0.3486,2
0.0226,0.0368,0.0192,0.3525,2
0.0232,0.0383,0.0199,0.3619,2
0.0215,0.0391,0.0188,0.3944,2
0.0234,0.0389,0.0194,0.3796,2
0.0231,0.0373,0.0192,0.3411,2
0.0246,0.0374,0.0205,0.3329,2
0.0249,0.0368,0.0197,0.3295,2
0.0248,0.0378,0.0196,0.339,2
0.0241,0.036,0.0187,0.3302,2
0.0235,0.0385,0.0191,0.3518,2
0.041,0.0567,0.031,0.3838,2
0.0212,0.0369,0.0183,0.3604,2
0.0249,0.0458,0.022,0.4285,2
0.0237,0.0409,0.0204,0.3959,2
0.0268,0.0432,0.0216,0.3848,2
0.0332,0.0465,0.0254,0.363,2
0.033,0.0451,0.026,0.3618,2
0.0304,0.0457,0.025,0.3742,2
0.0332,0.0463,0.0268,0.3629,2
0.0252,0.0397,0.0212,0.3698,2
0.0212,0.0365,0.0189,0.3854,2
0.0221,0.0363,0.0194,0.374,2
0.0268,0.0396,0.022,0.3576,2
0.0256,0.0385,0.0209,0.3512,2
0.0241,0.0369,0.0205,0.3606,2
0.0224,0.0371,0.0195,0.3684,2
0.0223,0.0358,0.0192,0.3649,2
0.02,0.0372,0.0185,0.3941,2
0.0198,0.0355,0.0182,0.3711,2
0.02,0.0335,0.0179,0.3659,2
0.0205,0.0346,0.0181,0.3696,2
0.0203,0.0346,0.018,0.3617,2
0.0224,0.0371,0.0194,0.3692,2
0.0329,0.0449,0.0264,0.3558,2
0.0227,0.0386,0.0193,0.3704,2
0.0216,0.0366,0.0185,0.366,2
0.0223,0.0365,0.0187,0.3605,2
0.0224,0.0368,0.0198,0.3611,2
0.0222,0.0381,0.0193,0.3813,2
0.022,0.0383,0.0192,0.3749,2
0.0233,0.0385,0.0194,0.3549,2
0.0257,0.0384,0.0203,0.3469,2
0.025,0.0371,0.0188,0.3416,2
0.0252,0.0395,0.0194,0.35,2
0.0253,0.0394,0.0197,0.3534,2
0.0428,0.0584,0.0322,0.394,2
0.0198,0.0341,0.0169,0.378,2
0.0251,0.0439,0.0223,0.4067,2
0.0227,0.0387,0.0205,0.3707,2
0.0284,0.046,0.0234,0.3859,2
0.0236,0.0395,0.02,0.3583,2
0.0237,0.0396,0.0199,0.3716,2
0.0251,0.041,0.0212,0.3695,2
0.0217,0.0367,0.0193,0.3755,2
0.0211,0.0366,0.0185,0.3765,2
0.0313,0.0457,0.0259,0.3649,2
0.0236,0.0386,0.0203,0.3793,2
0.0215,0.037,0.0199,0.4097,2
0.0201,0.0366,0.0182,0.4191,2
0.024,0.0375,0.0202,0.3526,2
0.0256,0.0381,0.0215,0.348,2
0.0244,0.0379,0.021,0.3683,2
0.0261,0.0398,0.0212,0.3698,2
0.0221,0.0381,0.0188,0.3707,2
0.0209,0.0351,0.018,0.3677,2
0.0222,0.0354,0.0182,0.3655,2
0.0218,0.0361,0.0193,0.375,2
0.022,0.0366,0.0185,0.3696,2
0.0275,0.0417,0.0238,0.3615,2
0.0307,0.044,0.0249,0.3494,2
0.0233,0.0383,0.02,0.3602,2
0.0211,0.0362,0.0189,0.3703,2
0.0211,0.0367,0.0186,0.3764,2
0.0222,0.0385,0.0194,0.3715,2
0.0216,0.0381,0.0184,0.3741,2
0.0234,0.037,0.019,0.3695,2
0.022,0.0378,0.0186,0.3745,2
0.0241,0.0387,0.019,0.3636,2
0.0228,0.0393,0.0186,0.3827,2
0.0239,0.0386,0.0192,0.3546,2
0.0246,0.0375,0.0188,0.3472,2
0.0417,0.0541,0.031,0.3943,2
0.0231,0.0423,0.0205,0.4056,2
0.0268,0.04,0.022,0.35,2
0.0245,0.0414,0.0204,0.3664,2
0.0221,0.0373,0.0193,0.3627,2
0.0257,0.0426,0.0214,0.3758,2
0.0238,0.0414,0.0205,0.3732,2
0.022,0.037,0.019,0.3599,2
0.0222,0.0379,0.0191,0.3744,2
0.0224,0.0368,0.0197,0.3719,2
0.0201,0.0367,0.0189,0.4029,2
0.0212,0.0361,0.02,0.3959,2
0.0233,0.0375,0.0208,0.3903,2
0.0204,0.035,0.019,0.3653,2
0.0233,0.0372,0.0196,0.3569,2
0.0231,0.0365,0.02,0.3497,2
0.0229,0.0366,0.0199,0.3504,2
0.0221,0.0375,0.0188,0.363,2
0.022,0.0379,0.019,0.3842,2
0.0233,0.037,0.0193,0.3798,2
0.0233,0.0377,0.0199,0.3743,2
0.0236,0.0378,0.02,0.3607,2
0.0343,0.0469,0.0265,0.3479,2
0.0231,0.0369,0.0199,0.3599,2
0.0216,0.0374,0.0192,0.3616,2
0.0227,0.0374,0.0187,0.3661,2
0.022,0.0366,0.0188,0.3658,2
0.0224,0.037,0.0194,0.355,2
0.0227,0.0363,0.019,0.3558,2
0.023,0.0365,0.0198,0.3642,2
0.0241,0.0383,0.0198,0.3658,2
0.0215,0.0381,0.0193,0.3739,2
0.0232,0.0382,0.0188,0.366,2
0.0222,0.0368,0.0181,0.3673,2
0.0276,0.0426,0.0232,0.3756,2
0.0352,0.0499,0.0267,0.379,2
0.0236,0.037,0.0202,0.363,2
0.0231,0.0371,0.0194,0.3645,2
0.0243,0.0396,0.0211,0.3549,2
0.0215,0.0369,0.019,0.3582,2
0.024,0.0387,0.0209,0.3655,2
0.0241,0.0432,0.0215,0.4009,2
0.0214,0.0362,0.0184,0.3478,2
0.0235,0.038,0.0197,0.3515,2
0.0241,0.0424,0.0208,0.4092,2
0.0235,0.0383,0.0201,0.3782,2
0.0216,0.0368,0.0191,0.3813,2
0.021,0.0369,0.0192,0.3917,2
0.0199,0.0357,0.0183,0.3856,2
0.0356,0.0493,0.03,0.3557,2
0.0263,0.0384,0.0216,0.354,2
0.023,0.0368,0.0198,0.3523,2
0.0203,0.0357,0.019,0.3728,2
0.0222,0.0373,0.0189,0.3729,2
0.022,0.038,0.0195,0.3753,2
0.022,0.0373,0.0193,0.3705,2
0.0234,0.037,0.0195,0.3536,2
0.0248,0.0381,0.0205,0.3451,2
0.024,0.0385,0.0206,0.3428,2
0.0232,0.037,0.0194,0.3493,2
0.0226,0.0376,0.0191,0.3594,2
0.022,0.0381,0.0191,0.3599,2
0.0218,0.0371,0.0192,0.364,2
0.0227,0.0373,0.0193,0.3581,2
0.0232,0.0376,0.0195,0.3498,2
0.0214,0.0355,0.018,0.3478,2
0.022,0.0386,0.019,0.3748,2
0.0214,0.0376,0.018,0.3763,2
0.022,0.0394,0.0184,0.383,2
0.0245,0.0393,0.0197,0.3625,2
0.037,0.0509,0.029,0.3697,2
0.0218,0.0354,0.0183,0.3759,2
0.0253,0.039,0.0209,0.3713,2
0.0235,0.0385,0.0197,0.3754,2
0.0215,0.0351,0.0178,0.3731,2
0.0234,0.0422,0.0214,0.3985,2
0.0229,0.039,0.0198,0.3723,2
0.0219,0.0349,0.0192,0.3596,2
0.023,0.0408,0.0202,0.3996,2
0.0218,0.0394,0.0193,0.4312,2
0.0211,0.0366,0.018,0.3889,2
0.0238,0.0378,0.0199,0.3678,2
0.0223,0.0371,0.0195,0.3727,2
0.023,0.0397,0.0197,0.3926,2
0.0244,0.038,0.0198,0.3515,2
0.0375,0.0498,0.0298,0.3567,2
0.0249,0.0372,0.0204,0.3535,2
0.0197,0.0345,0.0182,0.3789,2
0.0214,0.0371,0.0185,0.3982,2
0.0219,0.0365,0.0188,0.3598,2
0.0213,0.0367,0.0187,0.3621,2
0.0255,0.0393,0.021,0.3745,2
0.0245,0.0401,0.0204,0.3651,2
0.0218,0.0378,0.0192,0.3612,2
0.0238,0.0379,0.02,0.3382,2
0.0237,0.0368,0.019,0.3368,2
0.0235,0.0375,0.0198,0.3359,2
0.0228,0.0377,0.0199,0.3452,2
0.0233,0.0382,0.0204,0.3607,2
0.0229,0.0364,0.0192,0.3423,2
0.0215,0.0365,0.0182,0.366,2
0.021,0.0372,0.0184,0.3705,2
0.0207,0.0362,0.0176,0.362,2
0.0204,0.0367,0.0175,0.3756,2
0.0209,0.036,0.0175,0.3717,2
0.0342,0.0494,0.027,0.3967,2
0.0205,0.0358,0.0183,0.3839,2
0.0264,0.0409,0.0214,0.3393,2
0.0325,0.0483,0.025,0.3889,2
0.0327,0.0454,0.0252,0.3777,2
0.0242,0.0419,0.0203,0.3791,2
0.023,0.0377,0.02,0.3486,2
0.0231,0.0387,0.0198,0.3718,2
0.0226,0.041,0.0197,0.415,2
0.0213,0.0372,0.0191,0.3829,2
0.0223,0.0365,0.0191,0.3781,2
0.0228,0.0379,0.0196,0.3807,2
0.0233,0.0385,0.0198,0.3866,2
0.0212,0.0375,0.0193,0.3897,2
0.0228,0.0372,0.0196,0.3809,2
0.0266,0.04,0.0212,0.355,2
0.0304,0.0441,0.0245,0.354,2
0.0318,0.0455,0.0258,0.366,2
0.0327,0.0467,0.0266,0.3768,2
0.025,0.0403,0.0212,0.3593,2
0.0247,0.0392,0.0205,0.3602,2
0.0344,0.0466,0.0275,0.3515,2
0.0242,0.0377,0.0199,0.3484,2
0.0244,0.0373,0.0203,0.3391,2
0.0245,0.0388,0.0211,0.3275,2
0.0242,0.0388,0.0204,0.3389,2
0.0239,0.0376,0.0203,0.3384,2
0.0227,0.0371,0.0192,0.3464,2
0.0228,0.0361,0.019,0.3353,2
0.0221,0.0359,0.0187,0.3609,2
0.0216,0.037,0.0182,0.3651,2
0.0205,0.0361,0.018,0.3671,2
0.0206,0.0358,0.0179,0.3589,2
0.0205,0.0358,0.0177,0.3649,2
0.0247,0.0431,0.0208,0.4046,2
0.0273,0.0451,0.0229,0.4333,2
0.0214,0.0357,0.0181,0.3904,2
0.0236,0.0405,0.0199,0.3808,2
0.0237,0.0395,0.0199,0.3542,2
0.026,0.0394,0.0204,0.3522,2
0.0272,0.0438,0.0221,0.3618,2
0.0271,0.0409,0.0214,0.3515,2
0.0243,0.04,0.0211,0.3532,2
0.0231,0.0377,0.0204,0.3415,2
0.0232,0.0377,0.0195,0.3726,2
0.0224,0.0378,0.0201,0.3702,2
0.0229,0.0377,0.0193,0.3859,2
0.0256,0.0431,0.022,0.3697,2
0.0234,0.0381,0.0197,0.34,2
0.028,0.043,0.0225,0.3866,2
0.0326,0.0494,0.0252,0.3917,2
0.026,0.0415,0.0216,0.3674,2
0.0244,0.0374,0.0197,0.3632,2
0.0227,0.0383,0.0195,0.3746,2
0.0255,0.0399,0.0203,0.3631,2
0.0279,0.0432,0.0232,0.3628,2
0.0328,0.0457,0.0268,0.3334,2
0.0257,0.0396,0.0211,0.3451,2
0.0238,0.0384,0.0215,0.3512,2
0.0235,0.0375,0.0204,0.3517,2
0.023,0.0384,0.0203,0.3375,2
0.0238,0.038,0.0197,0.3449,2
0.0245,0.0387,0.0206,0.3388,2
0.0235,0.0389,0.0206,0.3402,2
0.0225,0.0374,0.0189,0.3636,2
0.0211,0.0359,0.0185,0.3717,2
0.0199,0.0369,0.0178,0.3674,2
0.0202,0.0353,0.0179,0.3614,2
0.0211,0.0365,0.0178,0.3559,2
0.0209,0.0368,0.0181,0.3682,2
0.0387,0.0563,0.0311,0.4061,2
0.0233,0.0385,0.0202,0.3796,2
0.0249,0.0396,0.0206,0.3512,2
0.0216,0.035,0.0185,0.3668,2
0.0205,0.0353,0.0185,0.3803,2
0.023,0.0391,0.0203,0.3724,2
0.0275,0.0454,0.0222,0.3975,2
0.0286,0.0468,0.0241,0.3923,2
0.0268,0.0407,0.0222,0.3844,2
0.0233,0.0379,0.0199,0.3623,2
0.024,0.0374,0.0204,0.3583,2
0.0248,0.0413,0.0214,0.3793,2
0.0242,0.04,0.0205,0.3487,2
0.0236,0.0393,0.02,0.3742,2
0.0338,0.0524,0.0268,0.3991,2
0.0308,0.05,0.0251,0.3881,2
0.0231,0.0373,0.0194,0.3612,2
0.025,0.0388,0.021,0.3656,2
0.0239,0.0404,0.0201,0.3774,2
0.0271,0.0411,0.0214,0.3638,2
0.0262,0.0407,0.0217,0.3664,2
0.0275,0.0414,0.0231,0.3499,2
0.0243,0.0391,0.0204,0.3459,2
0.0223,0.0386,0.0201,0.3445,2
0.0232,0.0377,0.0195,0.355,2
0.024,0.0386,0.0206,0.3576,2
0.0246,0.04,0.021,0.3536,2
0.0252,0.0399,0.0213,0.3505,2
0.0249,0.0384,0.0198,0.3372,2
0.0235,0.0388,0.0196,0.3648,2
0.022,0.0378,0.0187,0.3665,2
0.0207,0.0356,0.0174,0.3554,2
0.0202,0.035,0.0173,0.3569,2
0.0197,0.0345,0.0163,0.3601,2
0.0199,0.0357,0.0174,0.3769,2
0.036,0.0504,0.0283,0.3953,2
0.0205,0.0348,0.0183,0.38,2
0.0247,0.0427,0.0211,0.3988,2
0.0224,0.0366,0.0181,0.3536,2
0.0212,0.0361,0.0191,0.3764,2
0.0214,0.037,0.0199,0.3574,2
0.0207,0.0342,0.0185,0.3646,2
0.0209,0.0353,0.0175,0.3845,2
0.0237,0.0405,0.0203,0.3912,2
0.0276,0.046,0.023,0.4176,2
0.0241,0.0413,0.021,0.4016,2
0.0243,0.0406,0.0214,0.385,2
0.0232,0.043,0.0211,0.4537,2
0.0246,0.0393,0.0207,0.3647,2
0.0303,0.048,0.0246,0.4197,2
0.0281,0.0531,0.0252,0.4365,2
0.0228,0.0405,0.021,0.3587,2
0.0229,0.038,0.0201,0.3632,2
0.0231,0.0383,0.0208,0.3682,2
0.0254,0.0396,0.0207,0.3495,2
0.025,0.039,0.0204,0.3425,2
0.0323,0.046,0.0264,0.3419,2
0.0232,0.0383,0.0199,0.352,2
0.0226,0.0373,0.0186,0.3459,2
0.0226,0.036,0.0193,0.3489,2
0.0231,0.0385,0.02,0.3459,2
0.0237,0.0398,0.0203,0.3565,2
0.0237,0.04,0.0204,0.3632,2
0.025,0.0407,0.0208,0.3563,2
0.0226,0.0382,0.0191,0.3482,2
0.0245,0.04,0.0207,0.3526,2
0.0226,0.0372,0.0185,0.3581,2
0.0205,0.0359,0.0177,0.361,2
0.0207,0.0361,0.0185,0.3669,2
0.0204,0.0346,0.0176,0.3561,2
0.0238,0.0393,0.0203,0.3772,2
0.0261,0.0414,0.0212,0.4086,2
0.0265,0.0429,0.0225,0.3844,2
0.0219,0.036,0.0188,0.3584,2
0.0244,0.038,0.0207,0.3509,2
0.0209,0.0357,0.0191,0.367,2
0.0214,0.0369,0.0192,0.3704,2
0.0213,0.0355,0.0183,0.3811,2
0.025,0.039,0.0202,0.3798,2
0.0251,0.0433,0.0215,0.3748,2
0.0214,0.0352,0.0183,0.3794,2
0.0235,0.039,0.02,0.4033,2
0.0228,0.0398,0.0198,0.4034,2
0.0253,0.0406,0.0218,0.3579,2
0.0266,0.0496,0.0239,0.4388,2
0.026,0.0458,0.0227,0.3908,2
0.0229,0.0382,0.0204,0.3717,2
0.0226,0.0378,0.0197,0.3734,2
0.0224,0.0381,0.0196,0.3673,2
0.0224,0.0389,0.02,0.3558,2
0.0317,0.0478,0.0263,0.3612,2
0.0289,0.0432,0.0243,0.361,2
0.023,0.0382,0.0194,0.3565,2
0.0229,0.0375,0.0194,0.3471,2
0.0229,0.0369,0.0187,0.3533,2
0.0231,0.038,0.019,0.347,2
0.0235,0.0397,0.0207,0.3567,2
0.0223,0.0379,0.0199,0.3602,2
0.0237,0.041,0.0198,0.3646,2
0.024,0.0404,0.0196,0.3501,2
0.0243,0.0385,0.0198,0.3484,2
0.0226,0.0377,0.0185,0.3665,2
0.0204,0.0363,0.0181,0.3634,2
0.0211,0.0354,0.018,0.3574,2
0.0206,0.036,0.0177,0.3578,2
0.0296,0.0442,0.0244,0.3712,2
0.0215,0.0369,0.0185,0.3943,2
0.026,0.0482,0.0222,0.4641,2
