band,y,x,spatial_ref,y,x,class,reflectance
B04,4867110.0,360210.0,0,4867110.0,360210.0,2,0.0408
B04,4867110.0,360270.0,0,4867110.0,360270.0,2,0.0427
B04,4867110.0,360330.0,0,4867110.0,360330.0,2,0.042
B04,4867110.0,360390.0,0,4867110.0,360390.0,2,0.0433
B04,4867110.0,360450.0,0,4867110.0,360450.0,2,0.0449
B04,4867110.0,360510.0,0,4867110.0,360510.0,2,0.0489
B04,4867110.0,360570.0,0,4867110.0,360570.0,2,0.0611
B04,4867110.0,360630.0,0,4867110.0,360630.0,2,0.0542
B04,4867110.0,360690.0,0,4867110.0,360690.0,2,0.0754
B04,4867110.0,360750.0,0,4867110.0,360750.0,2,0.0453
B04,4867110.0,360810.0,0,4867110.0,360810.0,2,0.0449
B04,4867110.0,360870.0,0,4867110.0,360870.0,2,0.0432
B04,4867110.0,360930.0,0,4867110.0,360930.0,2,0.0452
B04,4867110.0,360990.0,0,4867110.0,360990.0,2,0.0435
B04,4867110.0,361050.0,0,4867110.0,361050.0,2,0.0443
B04,4867110.0,361110.0,0,4867110.0,361110.0,2,0.0427
B04,4867110.0,361170.0,0,4867110.0,361170.0,2,0.0419
B04,4867110.0,361230.0,0,4867110.0,361230.0,2,0.0471
B04,4867110.0,361290.0,0,4867110.0,361290.0,2,0.0506
B04,4867110.0,361350.0,0,4867110.0,361350.0,2,0.0505
B04,4867110.0,361410.0,0,4867110.0,361410.0,2,0.0534
B04,4867050.0,360210.0,0,4867050.0,360210.0,2,0.0458
B04,4867050.0,360270.0,0,4867050.0,360270.0,2,0.0448
B04,4867050.0,360330.0,0,4867050.0,360330.0,2,0.0532
B04,4867050.0,360390.0,0,4867050.0,360390.0,2,0.0544
B04,4867050.0,360450.0,0,4867050.0,360450.0,2,0.055
B04,4867050.0,360510.0,0,4867050.0,360510.0,2,0.0532
B04,4867050.0,360570.0,0,4867050.0,360570.0,2,0.0492
B04,4867050.0,360630.0,0,4867050.0,360630.0,2,0.0485
B04,4867050.0,360690.0,0,4867050.0,360690.0,2,0.0492
B04,4867050.0,360750.0,0,4867050.0,360750.0,2,0.0464
B04,4867050.0,360810.0,0,4867050.0,360810.0,2,0.0488
B04,4867050.0,360870.0,0,4867050.0,360870.0,2,0.0482
B04,4867050.0,360930.0,0,4867050.0,360930.0,2,0.0479
B04,4867050.0,360990.0,0,4867050.0,360990.0,2,0.0465
B04,4867050.0,361050.0,0,4867050.0,361050.0,2,0.0476
B04,4867050.0,361110.0,0,4867050.0,361110.0,2,0.0433
B04,4867050.0,361170.0,0,4867050.0,361170.0,2,0.044
B04,4867050.0,361230.0,0,4867050.0,361230.0,2,0.0463
B04,4867050.0,361290.0,0,4867050.0,361290.0,2,0.0503
B04,4867050.0,361350.0,0,4867050.0,361350.0,2,0.0494
B04,4867050.0,361410.0,0,4867050.0,361410.0,2,0.0483
B04,4867050.0,361470.0,0,4867050.0,361470.0,2,0.0485
B04,4866990.0,360210.0,0,4866990.0,360210.0,2,0.0604
B04,4866990.0,360270.0,0,4866990.0,360270.0,2,0.0533
B04,4866990.0,360330.0,0,4866990.0,360330.0,2,0.0524
B04,4866990.0,360390.0,0,4866990.0,360390.0,2,0.0511
B04,4866990.0,360450.0,0,4866990.0,360450.0,2,0.0483
B04,4866990.0,360510.0,0,4866990.0,360510.0,2,0.048
B04,4866990.0,360570.0,0,4866990.0,360570.0,2,0.0454
B04,4866990.0,360630.0,0,4866990.0,360630.0,2,0.0461
B04,4866990.0,360690.0,0,4866990.0,360690.0,2,0.0458
B04,4866990.0,360750.0,0,4866990.0,360750.0,2,0.0483
B04,4866990.0,360810.0,0,4866990.0,360810.0,2,0.045
B04,4866990.0,360870.0,0,4866990.0,360870.0,2,0.0464
B04,4866990.0,360930.0,0,4866990.0,360930.0,2,0.0459
B04,4866990.0,360990.0,0,4866990.0,360990.0,2,0.0467
B04,4866990.0,361050.0,0,4866990.0,361050.0,2,0.0465
B04,4866990.0,361110.0,0,4866990.0,361110.0,2,0.0476
B04,4866990.0,361170.0,0,4866990.0,361170.0,2,0.0472
B04,4866990.0,361230.0,0,4866990.0,361230.0,2,0.0438
B04,4866990.0,361290.0,0,4866990.0,361290.0,2,0.0465
B04,4866990.0,361350.0,0,4866990.0,361350.0,2,0.0477
B04,4866990.0,361410.0,0,4866990.0,361410.0,2,0.0502
B04,4866990.0,361470.0,0,4866990.0,361470.0,2,0.0479
B04,4866930.0,360210.0,0,4866930.0,360210.0,2,0.0484
B04,4866930.0,360270.0,0,4866930.0,360270.0,2,0.0499
B04,4866930.0,360330.0,0,4866930.0,360330.0,2,0.0488
B04,4866930.0,360390.0,0,4866930.0,360390.0,2,0.047
B04,4866930.0,360450.0,0,4866930.0,360450.0,2,0.0496
B04,4866930.0,360510.0,0,4866930.0,360510.0,2,0.0482
B04,4866930.0,360570.0,0,4866930.0,360570.0,2,0.0481
B04,4866930.0,360630.0,0,4866930.0,360630.0,2,0.0442
B04,4866930.0,360690.0,0,4866930.0,360690.0,2,0.0443
B04,4866930.0,360750.0,0,4866930.0,360750.0,2,0.0439
B04,4866930.0,360810.0,0,4866930.0,360810.0,2,0.0465
B04,4866930.0,360870.0,0,4866930.0,360870.0,2,0.0466
B04,4866930.0,360930.0,0,4866930.0,360930.0,2,0.044
B04,4866930.0,360990.0,0,4866930.0,360990.0,2,0.0468
B04,4866930.0,361050.0,0,4866930.0,361050.0,2,0.047
B04,4866930.0,361110.0,0,4866930.0,361110.0,2,0.0473
B04,4866930.0,361170.0,0,4866930.0,361170.0,2,0.0473
B04,4866930.0,361230.0,0,4866930.0,361230.0,2,0.0481
B04,4866930.0,361290.0,0,4866930.0,361290.0,2,0.0439
B04,4866930.0,361350.0,0,4866930.0,361350.0,2,0.0449
B04,4866930.0,361410.0,0,4866930.0,361410.0,2,0.0499
B04,4866930.0,361470.0,0,4866930.0,361470.0,2,0.0567
B04,4866870.0,360210.0,0,4866870.0,360210.0,2,0.0443
B04,4866870.0,360270.0,0,4866870.0,360270.0,2,0.0513
B04,4866870.0,360330.0,0,4866870.0,360330.0,2,0.0523
B04,4866870.0,360390.0,0,4866870.0,360390.0,2,0.0522
B04,4866870.0,360450.0,0,4866870.0,360450.0,2,0.0496
B04,4866870.0,360510.0,0,4866870.0,360510.0,2,0.046
B04,4866870.0,360570.0,0,4866870.0,360570.0,2,0.0454
B04,4866870.0,360630.0,0,4866870.0,360630.0,2,0.0436
B04,4866870.0,360690.0,0,4866870.0,360690.0,2,0.0465
B04,4866870.0,360750.0,0,4866870.0,360750.0,2,0.0455
B04,4866870.0,360810.0,0,4866870.0,360810.0,2,0.0462
B04,4866870.0,360870.0,0,4866870.0,360870.0,2,0.0469
B04,4866870.0,360930.0,0,4866870.0,360930.0,2,0.0464
B04,4866870.0,360990.0,0,4866870.0,360990.0,2,0.0458
B04,4866870.0,361050.0,0,4866870.0,361050.0,2,0.0467
B04,4866870.0,361110.0,0,4866870.0,361110.0,2,0.0464
B04,4866870.0,361170.0,0,4866870.0,361170.0,2,0.0471
B04,4866870.0,361230.0,0,4866870.0,361230.0,2,0.0474
B04,4866870.0,361290.0,0,4866870.0,361290.0,2,0.0489
B04,4866870.0,361350.0,0,4866870.0,361350.0,2,0.0461
B04,4866870.0,361410.0,0,4866870.0,361410.0,2,0.0492
B04,4866870.0,361470.0,0,4866870.0,361470.0,2,0.0511
B04,4866810.0,360210.0,0,4866810.0,360210.0,2,0.0451
B04,4866810.0,360270.0,0,4866810.0,360270.0,2,0.0472
B04,4866810.0,360330.0,0,4866810.0,360330.0,2,0.0492
B04,4866810.0,360390.0,0,4866810.0,360390.0,2,0.0512
B04,4866810.0,360450.0,0,4866810.0,360450.0,2,0.0483
B04,4866810.0,360510.0,0,4866810.0,360510.0,2,0.0457
B04,4866810.0,360570.0,0,4866810.0,360570.0,2,0.046
B04,4866810.0,360630.0,0,4866810.0,360630.0,2,0.0453
B04,4866810.0,360690.0,0,4866810.0,360690.0,2,0.0461
B04,4866810.0,360750.0,0,4866810.0,360750.0,2,0.045
B04,4866810.0,360810.0,0,4866810.0,360810.0,2,0.0489
B04,4866810.0,360870.0,0,4866810.0,360870.0,2,0.0475
B04,4866810.0,360930.0,0,4866810.0,360930.0,2,0.0456
B04,4866810.0,360990.0,0,4866810.0,360990.0,2,0.0471
B04,4866810.0,361050.0,0,4866810.0,361050.0,2,0.0515
B04,4866810.0,361110.0,0,4866810.0,361110.0,2,0.0512
B04,4866810.0,361170.0,0,4866810.0,361170.0,2,0.0515
B04,4866810.0,361230.0,0,4866810.0,361230.0,2,0.0511
B04,4866810.0,361290.0,0,4866810.0,361290.0,2,0.0507
B04,4866810.0,361350.0,0,4866810.0,361350.0,2,0.0487
B04,4866810.0,361410.0,0,4866810.0,361410.0,2,0.0518
B04,4866810.0,361470.0,0,4866810.0,361470.0,2,0.0483
B04,4866750.0,360210.0,0,4866750.0,360210.0,2,0.0488
B04,4866750.0,360270.0,0,4866750.0,360270.0,2,0.0505
B04,4866750.0,360330.0,0,4866750.0,360330.0,2,0.0529
B04,4866750.0,360390.0,0,4866750.0,360390.0,2,0.0467
B04,4866750.0,360450.0,0,4866750.0,360450.0,2,0.0464
B04,4866750.0,360510.0,0,4866750.0,360510.0,2,0.0478
B04,4866750.0,360570.0,0,4866750.0,360570.0,2,0.045
B04,4866750.0,360630.0,0,4866750.0,360630.0,2,0.0414
B04,4866750.0,360690.0,0,4866750.0,360690.0,2,0.041
B04,4866750.0,360750.0,0,4866750.0,360750.0,2,0.0406
B04,4866750.0,360810.0,0,4866750.0,360810.0,2,0.051
B04,4866750.0,360870.0,0,4866750.0,360870.0,2,0.051
B04,4866750.0,360930.0,0,4866750.0,360930.0,2,0.051
B04,4866750.0,360990.0,0,4866750.0,360990.0,2,0.0485
B04,4866750.0,361050.0,0,4866750.0,361050.0,2,0.0502
B04,4866750.0,361110.0,0,4866750.0,361110.0,2,0.0532
B04,4866750.0,361170.0,0,4866750.0,361170.0,2,0.0534
B04,4866750.0,361230.0,0,4866750.0,361230.0,2,0.0524
B04,4866750.0,361290.0,0,4866750.0,361290.0,2,0.0513
B04,4866750.0,361350.0,0,4866750.0,361350.0,2,0.0514
B04,4866750.0,361410.0,0,4866750.0,361410.0,2,0.0571
B04,4866750.0,361470.0,0,4866750.0,361470.0,2,0.0508
B04,4866690.0,360210.0,0,4866690.0,360210.0,2,0.0494
B04,4866690.0,360270.0,0,4866690.0,360270.0,2,0.0491
B04,4866690.0,360330.0,0,4866690.0,360330.0,2,0.0518
B04,4866690.0,360390.0,0,4866690.0,360390.0,2,0.0459
B04,4866690.0,360450.0,0,4866690.0,360450.0,2,0.0418
B04,4866690.0,360510.0,0,4866690.0,360510.0,2,0.0439
B04,4866690.0,360570.0,0,4866690.0,360570.0,2,0.0411
B04,4866690.0,360630.0,0,4866690.0,360630.0,2,0.0445
B04,4866690.0,360690.0,0,4866690.0,360690.0,2,0.0437
B04,4866690.0,360750.0,0,4866690.0,360750.0,2,0.0429
B04,4866690.0,360810.0,0,4866690.0,360810.0,2,0.0508
B04,4866690.0,360870.0,0,4866690.0,360870.0,2,0.055
B04,4866690.0,360930.0,0,4866690.0,360930.0,2,0.0535
B04,4866690.0,360990.0,0,4866690.0,360990.0,2,0.0499
B04,4866690.0,361050.0,0,4866690.0,361050.0,2,0.0524
B04,4866690.0,361110.0,0,4866690.0,361110.0,2,0.0543
B04,4866690.0,361170.0,0,4866690.0,361170.0,2,0.0561
B04,4866690.0,361230.0,0,4866690.0,361230.0,2,0.0562
B04,4866690.0,361290.0,0,4866690.0,361290.0,2,0.0533
B04,4866690.0,361350.0,0,4866690.0,361350.0,2,0.0513
B04,4866690.0,361410.0,0,4866690.0,361410.0,2,0.0564
B04,4866630.0,360210.0,0,4866630.0,360210.0,2,0.0481
B04,4866630.0,360270.0,0,4866630.0,360270.0,2,0.0459
B04,4866630.0,360330.0,0,4866630.0,360330.0,2,0.0464
B04,4866630.0,360390.0,0,4866630.0,360390.0,2,0.0427
B04,4866630.0,360450.0,0,4866630.0,360450.0,2,0.0409
B04,4866630.0,360510.0,0,4866630.0,360510.0,2,0.0446
B04,4866630.0,360570.0,0,4866630.0,360570.0,2,0.0447
B04,4866630.0,360630.0,0,4866630.0,360630.0,2,0.0417
B04,4866630.0,360690.0,0,4866630.0,360690.0,2,0.0423
B04,4866630.0,360750.0,0,4866630.0,360750.0,2,0.0429
B04,4866630.0,360810.0,0,4866630.0,360810.0,2,0.0459
B04,4866630.0,360870.0,0,4866630.0,360870.0,2,0.0518
B04,4866630.0,360930.0,0,4866630.0,360930.0,2,0.0537
B04,4866630.0,360990.0,0,4866630.0,360990.0,2,0.0537
B04,4866630.0,361050.0,0,4866630.0,361050.0,2,0.0571
B04,4866630.0,361110.0,0,4866630.0,361110.0,2,0.0578
B04,4866630.0,361170.0,0,4866630.0,361170.0,2,0.0533
B04,4866630.0,361230.0,0,4866630.0,361230.0,2,0.0561
B04,4866630.0,361290.0,0,4866630.0,361290.0,2,0.0595
B04,4866630.0,361350.0,0,4866630.0,361350.0,2,0.0541
B04,4866630.0,361410.0,0,4866630.0,361410.0,2,0.0557
B04,4866570.0,360210.0,0,4866570.0,360210.0,2,0.0465
B04,4866570.0,360270.0,0,4866570.0,360270.0,2,0.0482
B04,4866570.0,360330.0,0,4866570.0,360330.0,2,0.0464
B04,4866570.0,360390.0,0,4866570.0,360390.0,2,0.0442
B04,4866570.0,360450.0,0,4866570.0,360450.0,2,0.0431
B04,4866570.0,360510.0,0,4866570.0,360510.0,2,0.0411
B04,4866570.0,360570.0,0,4866570.0,360570.0,2,0.045
B04,4866570.0,360630.0,0,4866570.0,360630.0,2,0.0463
B04,4866570.0,360690.0,0,4866570.0,360690.0,2,0.0429
B04,4866570.0,360750.0,0,4866570.0,360750.0,2,0.045
B04,4866570.0,360810.0,0,4866570.0,360810.0,2,0.0474
B04,4866570.0,360870.0,0,4866570.0,360870.0,2,0.0558
B04,4866570.0,360930.0,0,4866570.0,360930.0,2,0.0591
B04,4866570.0,360990.0,0,4866570.0,360990.0,2,0.0587
B04,4866570.0,361050.0,0,4866570.0,361050.0,2,0.0605
B04,4866570.0,361110.0,0,4866570.0,361110.0,2,0.0578
B04,4866570.0,361170.0,0,4866570.0,361170.0,2,0.0468
B04,4866570.0,361230.0,0,4866570.0,361230.0,2,0.0513
B04,4866570.0,361290.0,0,4866570.0,361290.0,2,0.0575
B04,4866570.0,361350.0,0,4866570.0,361350.0,2,0.0506
B04,4866510.0,360150.0,0,4866510.0,360150.0,2,0.0489
B04,4866510.0,360210.0,0,4866510.0,360210.0,2,0.0475
B04,4866510.0,360270.0,0,4866510.0,360270.0,2,0.0445
B04,4866510.0,360330.0,0,4866510.0,360330.0,2,0.044
B04,4866510.0,360390.0,0,4866510.0,360390.0,2,0.047
B04,4866510.0,360450.0,0,4866510.0,360450.0,2,0.0445
B04,4866510.0,360510.0,0,4866510.0,360510.0,2,0.0444
B04,4866510.0,360570.0,0,4866510.0,360570.0,2,0.0462
B04,4866510.0,360630.0,0,4866510.0,360630.0,2,0.0457
B04,4866510.0,360690.0,0,4866510.0,360690.0,2,0.0446
B04,4866510.0,360750.0,0,4866510.0,360750.0,2,0.0447
B04,4866510.0,360810.0,0,4866510.0,360810.0,2,0.0541
B04,4866510.0,360870.0,0,4866510.0,360870.0,2,0.063
B04,4866510.0,360930.0,0,4866510.0,360930.0,2,0.0561
B04,4866510.0,360990.0,0,4866510.0,360990.0,2,0.0597
B04,4866510.0,361050.0,0,4866510.0,361050.0,2,0.0591
B04,4866510.0,361110.0,0,4866510.0,361110.0,2,0.0618
B04,4866510.0,361170.0,0,4866510.0,361170.0,2,0.0492
B04,4866510.0,361230.0,0,4866510.0,361230.0,2,0.0505
B04,4866510.0,361290.0,0,4866510.0,361290.0,2,0.0567
B04,4866510.0,361350.0,0,4866510.0,361350.0,2,0.0552
B04,4866450.0,360150.0,0,4866450.0,360150.0,2,0.0468
B04,4866450.0,360210.0,0,4866450.0,360210.0,2,0.0512
B04,4866450.0,360270.0,0,4866450.0,360270.0,2,0.045
B04,4866450.0,360330.0,0,4866450.0,360330.0,2,0.0437
B04,4866450.0,360390.0,0,4866450.0,360390.0,2,0.0434
B04,4866450.0,360450.0,0,4866450.0,360450.0,2,0.045
B04,4866450.0,360510.0,0,4866450.0,360510.0,2,0.044
B04,4866450.0,360570.0,0,4866450.0,360570.0,2,0.0457
B04,4866450.0,360630.0,0,4866450.0,360630.0,2,0.0491
B04,4866450.0,360690.0,0,4866450.0,360690.0,2,0.0469
B04,4866450.0,360750.0,0,4866450.0,360750.0,2,0.0467
B04,4866450.0,360810.0,0,4866450.0,360810.0,2,0.0533
B04,4866450.0,360870.0,0,4866450.0,360870.0,2,0.05
B04,4866450.0,360930.0,0,4866450.0,360930.0,2,0.0536
B04,4866450.0,360990.0,0,4866450.0,360990.0,2,0.0579
B04,4866450.0,361050.0,0,4866450.0,361050.0,2,0.0583
B04,4866450.0,361110.0,0,4866450.0,361110.0,2,0.0628
B04,4866450.0,361170.0,0,4866450.0,361170.0,2,0.0589
B04,4866450.0,361230.0,0,4866450.0,361230.0,2,0.0538
B04,4866450.0,361290.0,0,4866450.0,361290.0,2,0.0563
B04,4866390.0,360150.0,0,4866390.0,360150.0,2,0.0456
B04,4866390.0,360210.0,0,4866390.0,360210.0,2,0.0466
B04,4866390.0,360270.0,0,4866390.0,360270.0,2,0.0439
B04,4866390.0,360330.0,0,4866390.0,360330.0,2,0.0498
B04,4866390.0,360390.0,0,4866390.0,360390.0,2,0.0446
B04,4866390.0,360450.0,0,4866390.0,360450.0,2,0.0444
B04,4866390.0,360510.0,0,4866390.0,360510.0,2,0.046
B04,4866390.0,360570.0,0,4866390.0,360570.0,2,0.0551
B04,4866390.0,360630.0,0,4866390.0,360630.0,2,0.0602
B04,4866390.0,360690.0,0,4866390.0,360690.0,2,0.0521
B04,4866390.0,360750.0,0,4866390.0,360750.0,2,0.0467
B04,4866390.0,360810.0,0,4866390.0,360810.0,2,0.0495
B04,4866390.0,360870.0,0,4866390.0,360870.0,2,0.049
B04,4866390.0,360930.0,0,4866390.0,360930.0,2,0.0491
B04,4866390.0,360990.0,0,4866390.0,360990.0,2,0.0498
B04,4866390.0,361050.0,0,4866390.0,361050.0,2,0.0586
B04,4866390.0,361110.0,0,4866390.0,361110.0,2,0.0562
B04,4866390.0,361170.0,0,4866390.0,361170.0,2,0.0661
B04,4866390.0,361230.0,0,4866390.0,361230.0,2,0.0596
B04,4866390.0,361290.0,0,4866390.0,361290.0,2,0.0554
B03,4883670.0,339390.0,0,4883670.0,339390.0,1,0.0497
B03,4883670.0,339450.0,0,4883670.0,339450.0,1,0.051
B03,4883670.0,339510.0,0,4883670.0,339510.0,1,0.0517
B03,4883670.0,339570.0,0,4883670.0,339570.0,1,0.0523
B03,4883670.0,339630.0,0,4883670.0,339630.0,1,0.0504
B03,4883670.0,339690.0,0,4883670.0,339690.0,1,0.0498
B03,4883670.0,339750.0,0,4883670.0,339750.0,1,0.0503
B03,4883670.0,339810.0,0,4883670.0,339810.0,1,0.0505
B03,4883670.0,339870.0,0,4883670.0,339870.0,1,0.0501
B03,4883670.0,339930.0,0,4883670.0,339930.0,1,0.0504
B03,4883670.0,339990.0,0,4883670.0,339990.0,1,0.0506
B03,4883670.0,340050.0,0,4883670.0,340050.0,1,0.0511
B03,4883610.0,339330.0,0,4883610.0,339330.0,1,0.0481
B03,4883610.0,339390.0,0,4883610.0,339390.0,1,0.0488
B03,4883610.0,339450.0,0,4883610.0,339450.0,1,0.0487
B03,4883610.0,339510.0,0,4883610.0,339510.0,1,0.049
B03,4883610.0,339570.0,0,4883610.0,339570.0,1,0.0497
B03,4883610.0,339630.0,0,4883610.0,339630.0,1,0.0495
B03,4883610.0,339690.0,0,4883610.0,339690.0,1,0.0497
B03,4883610.0,339750.0,0,4883610.0,339750.0,1,0.05
B03,4883610.0,339810.0,0,4883610.0,339810.0,1,0.0501
B03,4883610.0,339870.0,0,4883610.0,339870.0,1,0.0504
B03,4883610.0,339930.0,0,4883610.0,339930.0,1,0.0502
B03,4883610.0,339990.0,0,4883610.0,339990.0,1,0.0504
B03,4883610.0,340050.0,0,4883610.0,340050.0,1,0.0513
B03,4883550.0,339270.0,0,4883550.0,339270.0,1,0.0478
B03,4883550.0,339330.0,0,4883550.0,339330.0,1,0.0478
B03,4883550.0,339390.0,0,4883550.0,339390.0,1,0.0493
B03,4883550.0,339450.0,0,4883550.0,339450.0,1,0.0492
B03,4883550.0,339510.0,0,4883550.0,339510.0,1,0.0504
B03,4883550.0,339570.0,0,4883550.0,339570.0,1,0.0492
B03,4883550.0,339630.0,0,4883550.0,339630.0,1,0.0486
B03,4883550.0,339690.0,0,4883550.0,339690.0,1,0.0508
B03,4883550.0,339750.0,0,4883550.0,339750.0,1,0.0522
B03,4883550.0,339810.0,0,4883550.0,339810.0,1,0.0516
B03,4883550.0,339870.0,0,4883550.0,339870.0,1,0.052
B03,4883490.0,339210.0,0,4883490.0,339210.0,1,0.0467
B03,4883490.0,339270.0,0,4883490.0,339270.0,1,0.047
B03,4883490.0,339330.0,0,4883490.0,339330.0,1,0.0468
B03,4883490.0,339390.0,0,4883490.0,339390.0,1,0.0463
B03,4883490.0,339450.0,0,4883490.0,339450.0,1,0.0455
B03,4883430.0,339090.0,0,4883430.0,339090.0,1,0.0444
B03,4883430.0,339150.0,0,4883430.0,339150.0,1,0.0455
B03,4883430.0,339210.0,0,4883430.0,339210.0,1,0.0458
B03,4883430.0,339270.0,0,4883430.0,339270.0,1,0.0443
B03,4883370.0,338970.0,0,4883370.0,338970.0,1,0.0452
B03,4883370.0,339030.0,0,4883370.0,339030.0,1,0.0454
B03,4883370.0,339090.0,0,4883370.0,339090.0,1,0.0449
B03,4883370.0,339150.0,0,4883370.0,339150.0,1,0.0449
B03,4872270.0,312090.0,0,4872270.0,312090.0,3,0.1606
B03,4872270.0,312150.0,0,4872270.0,312150.0,3,0.1667
B03,4872270.0,312210.0,0,4872270.0,312210.0,3,0.1804
B03,4872210.0,311970.0,0,4872210.0,311970.0,3,0.1655
B03,4872210.0,312030.0,0,4872210.0,312030.0,3,0.1709
B03,4872210.0,312090.0,0,4872210.0,312090.0,3,0.1638
B03,4872210.0,312150.0,0,4872210.0,312150.0,3,0.164
B03,4872210.0,312210.0,0,4872210.0,312210.0,3,0.1638
B03,4872210.0,312270.0,0,4872210.0,312270.0,3,0.1659
B03,4872210.0,312330.0,0,4872210.0,312330.0,3,0.1748
B03,4872150.0,311970.0,0,4872150.0,311970.0,3,0.1621
B03,4872150.0,312030.0,0,4872150.0,312030.0,3,0.1576
B03,4872150.0,312090.0,0,4872150.0,312090.0,3,0.157
B03,4872150.0,312150.0,0,4872150.0,312150.0,3,0.1714
B03,4872150.0,312210.0,0,4872150.0,312210.0,3,0.157
B03,4872150.0,312270.0,0,4872150.0,312270.0,3,0.1685
B03,4872150.0,312330.0,0,4872150.0,312330.0,3,0.1694
B03,4872150.0,312390.0,0,4872150.0,312390.0,3,0.1514
B03,4872090.0,311910.0,0,4872090.0,311910.0,3,0.167
B03,4872090.0,311970.0,0,4872090.0,311970.0,3,0.1626
B03,4872090.0,312030.0,0,4872090.0,312030.0,3,0.1601
B03,4872090.0,312090.0,0,4872090.0,312090.0,3,0.1611
B03,4872090.0,312150.0,0,4872090.0,312150.0,3,0.1984
B03,4872090.0,312210.0,0,4872090.0,312210.0,3,0.1811
B03,4872090.0,312270.0,0,4872090.0,312270.0,3,0.1705
B03,4872090.0,312330.0,0,4872090.0,312330.0,3,0.1621
B03,4872090.0,312390.0,0,4872090.0,312390.0,3,0.1604
B03,4872030.0,311970.0,0,4872030.0,311970.0,3,0.1687
B03,4872030.0,312030.0,0,4872030.0,312030.0,3,0.1627
B03,4872030.0,312090.0,0,4872030.0,312090.0,3,0.1632
B03,4872030.0,312150.0,0,4872030.0,312150.0,3,0.1734
B03,4872030.0,312210.0,0,4872030.0,312210.0,3,0.1693
B03,4872030.0,312270.0,0,4872030.0,312270.0,3,0.1621
B03,4872030.0,312330.0,0,4872030.0,312330.0,3,0.1645
B03,4871970.0,312090.0,0,4871970.0,312090.0,3,0.1669
B03,4871970.0,312150.0,0,4871970.0,312150.0,3,0.1557
B03,4871970.0,312210.0,0,4871970.0,312210.0,3,0.1619
B03,4871970.0,312270.0,0,4871970.0,312270.0,3,0.1665
B03,4871970.0,312330.0,0,4871970.0,312330.0,3,0.1578
B03,4871910.0,312150.0,0,4871910.0,312150.0,3,0.1565
B03,4871910.0,312210.0,0,4871910.0,312210.0,3,0.1545
B03,4871910.0,312270.0,0,4871910.0,312270.0,3,0.1621
B03,4868550.0,360930.0,0,4868550.0,360930.0,2,0.057
B03,4868490.0,360870.0,0,4868490.0,360870.0,2,0.0583
B03,4868490.0,360930.0,0,4868490.0,360930.0,2,0.0576
B03,4868430.0,360870.0,0,4868430.0,360870.0,2,0.0578
B03,4868430.0,360930.0,0,4868430.0,360930.0,2,0.0558
B03,4868430.0,360990.0,0,4868430.0,360990.0,2,0.0559
B03,4868370.0,360810.0,0,4868370.0,360810.0,2,0.0538
B03,4868370.0,360870.0,0,4868370.0,360870.0,2,0.053
B03,4868370.0,360930.0,0,4868370.0,360930.0,2,0.0543
B03,4868370.0,360990.0,0,4868370.0,360990.0,2,0.06
B03,4868310.0,360750.0,0,4868310.0,360750.0,2,0.0478
B03,4868310.0,360810.0,0,4868310.0,360810.0,2,0.0542
B03,4868310.0,360870.0,0,4868310.0,360870.0,2,0.0545
B03,4868310.0,360930.0,0,4868310.0,360930.0,2,0.055
B03,4868310.0,360990.0,0,4868310.0,360990.0,2,0.0576
B03,4868250.0,360750.0,0,4868250.0,360750.0,2,0.0517
B03,4868250.0,360810.0,0,4868250.0,360810.0,2,0.0569
B03,4868250.0,360870.0,0,4868250.0,360870.0,2,0.0576
B03,4868250.0,360930.0,0,4868250.0,360930.0,2,0.0533
B03,4868250.0,360990.0,0,4868250.0,360990.0,2,0.0531
B03,4868250.0,361050.0,0,4868250.0,361050.0,2,0.0514
B03,4868190.0,360690.0,0,4868190.0,360690.0,2,0.0513
B03,4868190.0,360750.0,0,4868190.0,360750.0,2,0.0524
B03,4868190.0,360810.0,0,4868190.0,360810.0,2,0.0549
B03,4868190.0,360870.0,0,4868190.0,360870.0,2,0.0592
B03,4868190.0,360930.0,0,4868190.0,360930.0,2,0.06
B03,4868190.0,360990.0,0,4868190.0,360990.0,2,0.0591
B03,4868190.0,361050.0,0,4868190.0,361050.0,2,0.0524
B03,4868130.0,360630.0,0,4868130.0,360630.0,2,0.0559
B03,4868130.0,360690.0,0,4868130.0,360690.0,2,0.0531
B03,4868130.0,360750.0,0,4868130.0,360750.0,2,0.0537
B03,4868130.0,360810.0,0,4868130.0,360810.0,2,0.0546
B03,4868130.0,360870.0,0,4868130.0,360870.0,2,0.0571
B03,4868130.0,360930.0,0,4868130.0,360930.0,2,0.0611
B03,4868130.0,360990.0,0,4868130.0,360990.0,2,0.0614
B03,4868130.0,361050.0,0,4868130.0,361050.0,2,0.0595
B03,4868130.0,361110.0,0,4868130.0,361110.0,2,0.0543
B03,4868070.0,360630.0,0,4868070.0,360630.0,2,0.0588
B03,4868070.0,360690.0,0,4868070.0,360690.0,2,0.0544
B03,4868070.0,360750.0,0,4868070.0,360750.0,2,0.0527
B03,4868070.0,360810.0,0,4868070.0,360810.0,2,0.0551
B03,4868070.0,360870.0,0,4868070.0,360870.0,2,0.0589
B03,4868070.0,360930.0,0,4868070.0,360930.0,2,0.0576
B03,4868070.0,360990.0,0,4868070.0,360990.0,2,0.0617
B03,4868070.0,361050.0,0,4868070.0,361050.0,2,0.0626
