band,y,x,spatial_ref,y,x,class,reflectance
B03,4868070.0,361110.0,0,4868070.0,361110.0,2,0.0546
B03,4868010.0,360570.0,0,4868010.0,360570.0,2,0.0578
B03,4868010.0,360630.0,0,4868010.0,360630.0,2,0.0581
B03,4868010.0,360690.0,0,4868010.0,360690.0,2,0.0565
B03,4868010.0,360750.0,0,4868010.0,360750.0,2,0.0575
B03,4868010.0,360810.0,0,4868010.0,360810.0,2,0.0551
B03,4868010.0,360870.0,0,4868010.0,360870.0,2,0.0574
B03,4868010.0,360930.0,0,4868010.0,360930.0,2,0.0604
B03,4868010.0,360990.0,0,4868010.0,360990.0,2,0.0627
B03,4868010.0,361050.0,0,4868010.0,361050.0,2,0.0596
B03,4868010.0,361110.0,0,4868010.0,361110.0,2,0.0527
B03,4868010.0,361170.0,0,4868010.0,361170.0,2,0.053
B03,4867950.0,360510.0,0,4867950.0,360510.0,2,0.0574
B03,4867950.0,360570.0,0,4867950.0,360570.0,2,0.057
B03,4867950.0,360630.0,0,4867950.0,360630.0,2,0.0587
B03,4867950.0,360690.0,0,4867950.0,360690.0,2,0.0574
B03,4867950.0,360750.0,0,4867950.0,360750.0,2,0.0586
B03,4867950.0,360810.0,0,4867950.0,360810.0,2,0.0581
B03,4867950.0,360870.0,0,4867950.0,360870.0,2,0.0544
B03,4867950.0,360930.0,0,4867950.0,360930.0,2,0.0658
B03,4867950.0,360990.0,0,4867950.0,360990.0,2,0.0593
B03,4867950.0,361050.0,0,4867950.0,361050.0,2,0.0557
B03,4867950.0,361110.0,0,4867950.0,361110.0,2,0.0613
B03,4867950.0,361170.0,0,4867950.0,361170.0,2,0.0626
B03,4867890.0,360450.0,0,4867890.0,360450.0,2,0.0584
B03,4867890.0,360510.0,0,4867890.0,360510.0,2,0.0594
B03,4867890.0,360570.0,0,4867890.0,360570.0,2,0.0601
B03,4867890.0,360630.0,0,4867890.0,360630.0,2,0.0594
B03,4867890.0,360690.0,0,4867890.0,360690.0,2,0.0549
B03,4867890.0,360750.0,0,4867890.0,360750.0,2,0.0526
B03,4867890.0,360810.0,0,4867890.0,360810.0,2,0.0581
B03,4867890.0,360870.0,0,4867890.0,360870.0,2,0.062
B03,4867890.0,360930.0,0,4867890.0,360930.0,2,0.0644
B03,4867890.0,360990.0,0,4867890.0,360990.0,2,0.0608
B03,4867890.0,361050.0,0,4867890.0,361050.0,2,0.0629
B03,4867890.0,361110.0,0,4867890.0,361110.0,2,0.0594
B03,4867890.0,361170.0,0,4867890.0,361170.0,2,0.061
B03,4867890.0,361230.0,0,4867890.0,361230.0,2,0.0601
B03,4867830.0,360450.0,0,4867830.0,360450.0,2,0.0565
B03,4867830.0,360510.0,0,4867830.0,360510.0,2,0.0587
B03,4867830.0,360570.0,0,4867830.0,360570.0,2,0.0609
B03,4867830.0,360630.0,0,4867830.0,360630.0,2,0.058
B03,4867830.0,360690.0,0,4867830.0,360690.0,2,0.0615
B03,4867830.0,360750.0,0,4867830.0,360750.0,2,0.0587
B03,4867830.0,360810.0,0,4867830.0,360810.0,2,0.0614
B03,4867830.0,360870.0,0,4867830.0,360870.0,2,0.0592
B03,4867830.0,360930.0,0,4867830.0,360930.0,2,0.0615
B03,4867830.0,360990.0,0,4867830.0,360990.0,2,0.0615
B03,4867830.0,361050.0,0,4867830.0,361050.0,2,0.0627
B03,4867830.0,361110.0,0,4867830.0,361110.0,2,0.0641
B03,4867830.0,361170.0,0,4867830.0,361170.0,2,0.061
B03,4867830.0,361230.0,0,4867830.0,361230.0,2,0.0597
B03,4867770.0,360390.0,0,4867770.0,360390.0,2,0.0592
B03,4867770.0,360450.0,0,4867770.0,360450.0,2,0.0605
B03,4867770.0,360510.0,0,4867770.0,360510.0,2,0.0605
B03,4867770.0,360570.0,0,4867770.0,360570.0,2,0.0616
B03,4867770.0,360630.0,0,4867770.0,360630.0,2,0.0606
B03,4867770.0,360690.0,0,4867770.0,360690.0,2,0.0589
B03,4867770.0,360750.0,0,4867770.0,360750.0,2,0.0618
B03,4867770.0,360810.0,0,4867770.0,360810.0,2,0.0601
B03,4867770.0,360870.0,0,4867770.0,360870.0,2,0.0633
B03,4867770.0,360930.0,0,4867770.0,360930.0,2,0.0602
B03,4867770.0,360990.0,0,4867770.0,360990.0,2,0.0609
B03,4867770.0,361050.0,0,4867770.0,361050.0,2,0.0615
B03,4867770.0,361110.0,0,4867770.0,361110.0,2,0.0638
B03,4867770.0,361170.0,0,4867770.0,361170.0,2,0.0626
B03,4867770.0,361230.0,0,4867770.0,361230.0,2,0.0592
B03,4867770.0,361290.0,0,4867770.0,361290.0,2,0.0592
B03,4867710.0,360330.0,0,4867710.0,360330.0,2,0.061
B03,4867710.0,360390.0,0,4867710.0,360390.0,2,0.058
B03,4867710.0,360450.0,0,4867710.0,360450.0,2,0.0624
B03,4867710.0,360510.0,0,4867710.0,360510.0,2,0.0629
B03,4867710.0,360570.0,0,4867710.0,360570.0,2,0.0582
B03,4867710.0,360630.0,0,4867710.0,360630.0,2,0.059
B03,4867710.0,360690.0,0,4867710.0,360690.0,2,0.057
B03,4867710.0,360750.0,0,4867710.0,360750.0,2,0.0605
B03,4867710.0,360810.0,0,4867710.0,360810.0,2,0.0601
B03,4867710.0,360870.0,0,4867710.0,360870.0,2,0.0582
B03,4867710.0,360930.0,0,4867710.0,360930.0,2,0.0598
B03,4867710.0,360990.0,0,4867710.0,360990.0,2,0.0615
B03,4867710.0,361050.0,0,4867710.0,361050.0,2,0.0599
B03,4867710.0,361110.0,0,4867710.0,361110.0,2,0.0613
B03,4867710.0,361170.0,0,4867710.0,361170.0,2,0.058
B03,4867710.0,361230.0,0,4867710.0,361230.0,2,0.063
B03,4867710.0,361290.0,0,4867710.0,361290.0,2,0.0623
B03,4867650.0,360330.0,0,4867650.0,360330.0,2,0.0584
B03,4867650.0,360390.0,0,4867650.0,360390.0,2,0.06
B03,4867650.0,360450.0,0,4867650.0,360450.0,2,0.0614
B03,4867650.0,360510.0,0,4867650.0,360510.0,2,0.0592
B03,4867650.0,360570.0,0,4867650.0,360570.0,2,0.0564
B03,4867650.0,360630.0,0,4867650.0,360630.0,2,0.0602
B03,4867650.0,360690.0,0,4867650.0,360690.0,2,0.0578
B03,4867650.0,360750.0,0,4867650.0,360750.0,2,0.0604
B03,4867650.0,360810.0,0,4867650.0,360810.0,2,0.0609
B03,4867650.0,360870.0,0,4867650.0,360870.0,2,0.0644
B03,4867650.0,360930.0,0,4867650.0,360930.0,2,0.0582
B03,4867650.0,360990.0,0,4867650.0,360990.0,2,0.0631
B03,4867650.0,361050.0,0,4867650.0,361050.0,2,0.0595
B03,4867650.0,361110.0,0,4867650.0,361110.0,2,0.0583
B03,4867650.0,361170.0,0,4867650.0,361170.0,2,0.054
B03,4867650.0,361230.0,0,4867650.0,361230.0,2,0.0561
B03,4867650.0,361290.0,0,4867650.0,361290.0,2,0.0579
B03,4867590.0,360270.0,0,4867590.0,360270.0,2,0.055
B03,4867590.0,360330.0,0,4867590.0,360330.0,2,0.0534
B03,4867590.0,360390.0,0,4867590.0,360390.0,2,0.059
B03,4867590.0,360450.0,0,4867590.0,360450.0,2,0.0597
B03,4867590.0,360510.0,0,4867590.0,360510.0,2,0.057
B03,4867590.0,360570.0,0,4867590.0,360570.0,2,0.0586
B03,4867590.0,360630.0,0,4867590.0,360630.0,2,0.0631
B03,4867590.0,360690.0,0,4867590.0,360690.0,2,0.0621
B03,4867590.0,360750.0,0,4867590.0,360750.0,2,0.0606
B03,4867590.0,360810.0,0,4867590.0,360810.0,2,0.0642
B03,4867590.0,360870.0,0,4867590.0,360870.0,2,0.059
B03,4867590.0,360930.0,0,4867590.0,360930.0,2,0.0567
B03,4867590.0,360990.0,0,4867590.0,360990.0,2,0.0538
B03,4867590.0,361050.0,0,4867590.0,361050.0,2,0.055
B03,4867590.0,361110.0,0,4867590.0,361110.0,2,0.0498
B03,4867590.0,361170.0,0,4867590.0,361170.0,2,0.0467
B03,4867590.0,361230.0,0,4867590.0,361230.0,2,0.0431
B03,4867590.0,361290.0,0,4867590.0,361290.0,2,0.0459
B03,4867590.0,361350.0,0,4867590.0,361350.0,2,0.0517
B03,4867530.0,360210.0,0,4867530.0,360210.0,2,0.054
B03,4867530.0,360270.0,0,4867530.0,360270.0,2,0.0568
B03,4867530.0,360330.0,0,4867530.0,360330.0,2,0.0583
B03,4867530.0,360390.0,0,4867530.0,360390.0,2,0.061
B03,4867530.0,360450.0,0,4867530.0,360450.0,2,0.058
B03,4867530.0,360510.0,0,4867530.0,360510.0,2,0.0586
B03,4867530.0,360570.0,0,4867530.0,360570.0,2,0.0606
B03,4867530.0,360630.0,0,4867530.0,360630.0,2,0.0593
B03,4867530.0,360690.0,0,4867530.0,360690.0,2,0.0601
B03,4867530.0,360750.0,0,4867530.0,360750.0,2,0.0576
B03,4867530.0,360810.0,0,4867530.0,360810.0,2,0.058
B03,4867530.0,360870.0,0,4867530.0,360870.0,2,0.0536
B03,4867530.0,360930.0,0,4867530.0,360930.0,2,0.0485
B03,4867530.0,360990.0,0,4867530.0,360990.0,2,0.0455
B03,4867530.0,361050.0,0,4867530.0,361050.0,2,0.0462
B03,4867530.0,361110.0,0,4867530.0,361110.0,2,0.0485
B03,4867530.0,361170.0,0,4867530.0,361170.0,2,0.0418
B03,4867530.0,361230.0,0,4867530.0,361230.0,2,0.0418
B03,4867530.0,361290.0,0,4867530.0,361290.0,2,0.0493
B03,4867530.0,361350.0,0,4867530.0,361350.0,2,0.0514
B03,4867470.0,360210.0,0,4867470.0,360210.0,2,0.0517
B03,4867470.0,360270.0,0,4867470.0,360270.0,2,0.0574
B03,4867470.0,360330.0,0,4867470.0,360330.0,2,0.0626
B03,4867470.0,360390.0,0,4867470.0,360390.0,2,0.0582
B03,4867470.0,360450.0,0,4867470.0,360450.0,2,0.0624
B03,4867470.0,360510.0,0,4867470.0,360510.0,2,0.0593
B03,4867470.0,360570.0,0,4867470.0,360570.0,2,0.0603
B03,4867470.0,360630.0,0,4867470.0,360630.0,2,0.0612
B03,4867470.0,360690.0,0,4867470.0,360690.0,2,0.0603
B03,4867470.0,360750.0,0,4867470.0,360750.0,2,0.0534
B03,4867470.0,360810.0,0,4867470.0,360810.0,2,0.06
B03,4867470.0,360870.0,0,4867470.0,360870.0,2,0.0562
B03,4867470.0,360930.0,0,4867470.0,360930.0,2,0.0514
B03,4867470.0,360990.0,0,4867470.0,360990.0,2,0.0511
B03,4867470.0,361050.0,0,4867470.0,361050.0,2,0.0517
B03,4867470.0,361110.0,0,4867470.0,361110.0,2,0.0504
B03,4867470.0,361170.0,0,4867470.0,361170.0,2,0.0442
B03,4867470.0,361230.0,0,4867470.0,361230.0,2,0.0437
B03,4867470.0,361290.0,0,4867470.0,361290.0,2,0.0474
B03,4867470.0,361350.0,0,4867470.0,361350.0,2,0.0516
B03,4867410.0,360210.0,0,4867410.0,360210.0,2,0.0553
B03,4867410.0,360270.0,0,4867410.0,360270.0,2,0.0592
B03,4867410.0,360330.0,0,4867410.0,360330.0,2,0.0604
B03,4867410.0,360390.0,0,4867410.0,360390.0,2,0.0621
B03,4867410.0,360450.0,0,4867410.0,360450.0,2,0.063
B03,4867410.0,360510.0,0,4867410.0,360510.0,2,0.062
B03,4867410.0,360570.0,0,4867410.0,360570.0,2,0.0606
B03,4867410.0,360630.0,0,4867410.0,360630.0,2,0.0583
B03,4867410.0,360690.0,0,4867410.0,360690.0,2,0.0592
B03,4867410.0,360750.0,0,4867410.0,360750.0,2,0.0544
B03,4867410.0,360810.0,0,4867410.0,360810.0,2,0.0612
B03,4867410.0,360870.0,0,4867410.0,360870.0,2,0.0567
B03,4867410.0,360930.0,0,4867410.0,360930.0,2,0.052
B03,4867410.0,360990.0,0,4867410.0,360990.0,2,0.0517
B03,4867410.0,361050.0,0,4867410.0,361050.0,2,0.0516
B03,4867410.0,361110.0,0,4867410.0,361110.0,2,0.0444
B03,4867410.0,361170.0,0,4867410.0,361170.0,2,0.0462
B03,4867410.0,361230.0,0,4867410.0,361230.0,2,0.0464
B03,4867410.0,361290.0,0,4867410.0,361290.0,2,0.0449
B03,4867410.0,361350.0,0,4867410.0,361350.0,2,0.0521
B03,4867410.0,361410.0,0,4867410.0,361410.0,2,0.051
B03,4867350.0,360210.0,0,4867350.0,360210.0,2,0.0539
B03,4867350.0,360270.0,0,4867350.0,360270.0,2,0.0575
B03,4867350.0,360330.0,0,4867350.0,360330.0,2,0.0623
B03,4867350.0,360390.0,0,4867350.0,360390.0,2,0.0633
B03,4867350.0,360450.0,0,4867350.0,360450.0,2,0.0635
B03,4867350.0,360510.0,0,4867350.0,360510.0,2,0.0589
B03,4867350.0,360570.0,0,4867350.0,360570.0,2,0.056
B03,4867350.0,360630.0,0,4867350.0,360630.0,2,0.0606
B03,4867350.0,360690.0,0,4867350.0,360690.0,2,0.0581
B03,4867350.0,360750.0,0,4867350.0,360750.0,2,0.0598
B03,4867350.0,360810.0,0,4867350.0,360810.0,2,0.0624
B03,4867350.0,360870.0,0,4867350.0,360870.0,2,0.0625
B03,4867350.0,360930.0,0,4867350.0,360930.0,2,0.0605
B03,4867350.0,360990.0,0,4867350.0,360990.0,2,0.053
B03,4867350.0,361050.0,0,4867350.0,361050.0,2,0.0498
B03,4867350.0,361110.0,0,4867350.0,361110.0,2,0.0484
B03,4867350.0,361170.0,0,4867350.0,361170.0,2,0.051
B03,4867350.0,361230.0,0,4867350.0,361230.0,2,0.0527
B03,4867350.0,361290.0,0,4867350.0,361290.0,2,0.049
B03,4867350.0,361350.0,0,4867350.0,361350.0,2,0.0511
B03,4867350.0,361410.0,0,4867350.0,361410.0,2,0.0563
B03,4867290.0,360210.0,0,4867290.0,360210.0,2,0.0549
B03,4867290.0,360270.0,0,4867290.0,360270.0,2,0.0601
B03,4867290.0,360330.0,0,4867290.0,360330.0,2,0.0622
B03,4867290.0,360390.0,0,4867290.0,360390.0,2,0.0625
B03,4867290.0,360450.0,0,4867290.0,360450.0,2,0.059
B03,4867290.0,360510.0,0,4867290.0,360510.0,2,0.0604
B03,4867290.0,360570.0,0,4867290.0,360570.0,2,0.061
B03,4867290.0,360630.0,0,4867290.0,360630.0,2,0.06
B03,4867290.0,360690.0,0,4867290.0,360690.0,2,0.0567
B03,4867290.0,360750.0,0,4867290.0,360750.0,2,0.0603
B03,4867290.0,360810.0,0,4867290.0,360810.0,2,0.0613
B03,4867290.0,360870.0,0,4867290.0,360870.0,2,0.065
B03,4867290.0,360930.0,0,4867290.0,360930.0,2,0.0635
B03,4867290.0,360990.0,0,4867290.0,360990.0,2,0.0565
B03,4867290.0,361050.0,0,4867290.0,361050.0,2,0.0502
B03,4867290.0,361110.0,0,4867290.0,361110.0,2,0.0525
B03,4867290.0,361170.0,0,4867290.0,361170.0,2,0.0589
B03,4867290.0,361230.0,0,4867290.0,361230.0,2,0.0548
B03,4867290.0,361290.0,0,4867290.0,361290.0,2,0.0563
B03,4867290.0,361350.0,0,4867290.0,361350.0,2,0.0585
B03,4867290.0,361410.0,0,4867290.0,361410.0,2,0.0608
B03,4867230.0,360210.0,0,4867230.0,360210.0,2,0.0557
B03,4867230.0,360270.0,0,4867230.0,360270.0,2,0.0575
B03,4867230.0,360330.0,0,4867230.0,360330.0,2,0.0591
B03,4867230.0,360390.0,0,4867230.0,360390.0,2,0.0631
B03,4867230.0,360450.0,0,4867230.0,360450.0,2,0.0577
B03,4867230.0,360510.0,0,4867230.0,360510.0,2,0.0555
B03,4867230.0,360570.0,0,4867230.0,360570.0,2,0.0609
B03,4867230.0,360630.0,0,4867230.0,360630.0,2,0.0602
B03,4867230.0,360690.0,0,4867230.0,360690.0,2,0.0597
B03,4867230.0,360750.0,0,4867230.0,360750.0,2,0.0609
B03,4867230.0,360810.0,0,4867230.0,360810.0,2,0.0607
B03,4867230.0,360870.0,0,4867230.0,360870.0,2,0.0572
B03,4867230.0,360930.0,0,4867230.0,360930.0,2,0.0639
B03,4867230.0,360990.0,0,4867230.0,360990.0,2,0.0627
B03,4867230.0,361050.0,0,4867230.0,361050.0,2,0.0593
B03,4867230.0,361110.0,0,4867230.0,361110.0,2,0.0615
B03,4867230.0,361170.0,0,4867230.0,361170.0,2,0.0572
B03,4867230.0,361230.0,0,4867230.0,361230.0,2,0.0617
B03,4867230.0,361290.0,0,4867230.0,361290.0,2,0.0639
B03,4867230.0,361350.0,0,4867230.0,361350.0,2,0.0615
B03,4867230.0,361410.0,0,4867230.0,361410.0,2,0.0586
B03,4867170.0,360210.0,0,4867170.0,360210.0,2,0.0557
B03,4867170.0,360270.0,0,4867170.0,360270.0,2,0.0558
B03,4867170.0,360330.0,0,4867170.0,360330.0,2,0.0599
B03,4867170.0,360390.0,0,4867170.0,360390.0,2,0.0616
B03,4867170.0,360450.0,0,4867170.0,360450.0,2,0.0627
B03,4867170.0,360510.0,0,4867170.0,360510.0,2,0.0621
B03,4867170.0,360570.0,0,4867170.0,360570.0,2,0.0632
B03,4867170.0,360630.0,0,4867170.0,360630.0,2,0.0606
B03,4867170.0,360690.0,0,4867170.0,360690.0,2,0.066
B03,4867170.0,360750.0,0,4867170.0,360750.0,2,0.0626
B03,4867170.0,360810.0,0,4867170.0,360810.0,2,0.0623
B03,4867170.0,360870.0,0,4867170.0,360870.0,2,0.0565
B03,4867170.0,360930.0,0,4867170.0,360930.0,2,0.0601
B03,4867170.0,360990.0,0,4867170.0,360990.0,2,0.0597
B03,4867170.0,361050.0,0,4867170.0,361050.0,2,0.0609
B03,4867170.0,361110.0,0,4867170.0,361110.0,2,0.06
B03,4867170.0,361170.0,0,4867170.0,361170.0,2,0.0646
B03,4867170.0,361230.0,0,4867170.0,361230.0,2,0.0636
B03,4867170.0,361290.0,0,4867170.0,361290.0,2,0.0629
B03,4867170.0,361350.0,0,4867170.0,361350.0,2,0.059
B03,4867170.0,361410.0,0,4867170.0,361410.0,2,0.059
B03,4867110.0,360210.0,0,4867110.0,360210.0,2,0.0542
B03,4867110.0,360270.0,0,4867110.0,360270.0,2,0.0558
B03,4867110.0,360330.0,0,4867110.0,360330.0,2,0.0571
B03,4867110.0,360390.0,0,4867110.0,360390.0,2,0.0594
B03,4867110.0,360450.0,0,4867110.0,360450.0,2,0.0627
B03,4867110.0,360510.0,0,4867110.0,360510.0,2,0.0644
B03,4867110.0,360570.0,0,4867110.0,360570.0,2,0.0689
B03,4867110.0,360630.0,0,4867110.0,360630.0,2,0.0643
B03,4867110.0,360690.0,0,4867110.0,360690.0,2,0.0785
B03,4867110.0,360750.0,0,4867110.0,360750.0,2,0.0623
B03,4867110.0,360810.0,0,4867110.0,360810.0,2,0.0628
B03,4867110.0,360870.0,0,4867110.0,360870.0,2,0.0603
B03,4867110.0,360930.0,0,4867110.0,360930.0,2,0.0616
B03,4867110.0,360990.0,0,4867110.0,360990.0,2,0.0602
B03,4867110.0,361050.0,0,4867110.0,361050.0,2,0.0596
B03,4867110.0,361110.0,0,4867110.0,361110.0,2,0.0585
B03,4867110.0,361170.0,0,4867110.0,361170.0,2,0.0593
B03,4867110.0,361230.0,0,4867110.0,361230.0,2,0.0622
B03,4867110.0,361290.0,0,4867110.0,361290.0,2,0.0647
B03,4867110.0,361350.0,0,4867110.0,361350.0,2,0.0605
B03,4867110.0,361410.0,0,4867110.0,361410.0,2,0.0603
B03,4867050.0,360210.0,0,4867050.0,360210.0,2,0.0621
B03,4867050.0,360270.0,0,4867050.0,360270.0,2,0.0584
B03,4867050.0,360330.0,0,4867050.0,360330.0,2,0.0603
B03,4867050.0,360390.0,0,4867050.0,360390.0,2,0.0641
B03,4867050.0,360450.0,0,4867050.0,360450.0,2,0.0638
B03,4867050.0,360510.0,0,4867050.0,360510.0,2,0.0657
B03,4867050.0,360570.0,0,4867050.0,360570.0,2,0.0651
B03,4867050.0,360630.0,0,4867050.0,360630.0,2,0.0692
B03,4867050.0,360690.0,0,4867050.0,360690.0,2,0.0665
B03,4867050.0,360750.0,0,4867050.0,360750.0,2,0.064
B03,4867050.0,360810.0,0,4867050.0,360810.0,2,0.0642
B03,4867050.0,360870.0,0,4867050.0,360870.0,2,0.0648
B03,4867050.0,360930.0,0,4867050.0,360930.0,2,0.0637
B03,4867050.0,360990.0,0,4867050.0,360990.0,2,0.0631
B03,4867050.0,361050.0,0,4867050.0,361050.0,2,0.0623
B03,4867050.0,361110.0,0,4867050.0,361110.0,2,0.0618
B03,4867050.0,361170.0,0,4867050.0,361170.0,2,0.0606
B03,4867050.0,361230.0,0,4867050.0,361230.0,2,0.061
B03,4867050.0,361290.0,0,4867050.0,361290.0,2,0.0629
B03,4867050.0,361350.0,0,4867050.0,361350.0,2,0.0617
B03,4867050.0,361410.0,0,4867050.0,361410.0,2,0.0589
B03,4867050.0,361470.0,0,4867050.0,361470.0,2,0.0576
B03,4866990.0,360210.0,0,4866990.0,360210.0,2,0.0657
B03,4866990.0,360270.0,0,4866990.0,360270.0,2,0.0589
B03,4866990.0,360330.0,0,4866990.0,360330.0,2,0.0576
B03,4866990.0,360390.0,0,4866990.0,360390.0,2,0.0591
B03,4866990.0,360450.0,0,4866990.0,360450.0,2,0.0617
B03,4866990.0,360510.0,0,4866990.0,360510.0,2,0.0622
B03,4866990.0,360570.0,0,4866990.0,360570.0,2,0.0647
B03,4866990.0,360630.0,0,4866990.0,360630.0,2,0.065
B03,4866990.0,360690.0,0,4866990.0,360690.0,2,0.0662
B03,4866990.0,360750.0,0,4866990.0,360750.0,2,0.0644
B03,4866990.0,360810.0,0,4866990.0,360810.0,2,0.0613
B03,4866990.0,360870.0,0,4866990.0,360870.0,2,0.0641
B03,4866990.0,360930.0,0,4866990.0,360930.0,2,0.0625
B03,4866990.0,360990.0,0,4866990.0,360990.0,2,0.0643
B03,4866990.0,361050.0,0,4866990.0,361050.0,2,0.0612
B03,4866990.0,361110.0,0,4866990.0,361110.0,2,0.064
B03,4866990.0,361170.0,0,4866990.0,361170.0,2,0.057
B03,4866990.0,361230.0,0,4866990.0,361230.0,2,0.0558
B03,4866990.0,361290.0,0,4866990.0,361290.0,2,0.0604
B03,4866990.0,361350.0,0,4866990.0,361350.0,2,0.0605
B03,4866990.0,361410.0,0,4866990.0,361410.0,2,0.0601
B03,4866990.0,361470.0,0,4866990.0,361470.0,2,0.058
B03,4866930.0,360210.0,0,4866930.0,360210.0,2,0.0575
B03,4866930.0,360270.0,0,4866930.0,360270.0,2,0.058
B03,4866930.0,360330.0,0,4866930.0,360330.0,2,0.058
B03,4866930.0,360390.0,0,4866930.0,360390.0,2,0.0602
B03,4866930.0,360450.0,0,4866930.0,360450.0,2,0.0625
B03,4866930.0,360510.0,0,4866930.0,360510.0,2,0.06
B03,4866930.0,360570.0,0,4866930.0,360570.0,2,0.0633
B03,4866930.0,360630.0,0,4866930.0,360630.0,2,0.0649
B03,4866930.0,360690.0,0,4866930.0,360690.0,2,0.065
B03,4866930.0,360750.0,0,4866930.0,360750.0,2,0.061
B03,4866930.0,360810.0,0,4866930.0,360810.0,2,0.062
B03,4866930.0,360870.0,0,4866930.0,360870.0,2,0.0654
B03,4866930.0,360930.0,0,4866930.0,360930.0,2,0.0622
B03,4866930.0,360990.0,0,4866930.0,360990.0,2,0.0649
B03,4866930.0,361050.0,0,4866930.0,361050.0,2,0.0659
B03,4866930.0,361110.0,0,4866930.0,361110.0,2,0.0628
B03,4866930.0,361170.0,0,4866930.0,361170.0,2,0.0605
B03,4866930.0,361230.0,0,4866930.0,361230.0,2,0.0631
B03,4866930.0,361290.0,0,4866930.0,361290.0,2,0.0561
B03,4866930.0,361350.0,0,4866930.0,361350.0,2,0.0568
B03,4866930.0,361410.0,0,4866930.0,361410.0,2,0.0603
B03,4866930.0,361470.0,0,4866930.0,361470.0,2,0.0599
B03,4866870.0,360210.0,0,4866870.0,360210.0,2,0.0597
B03,4866870.0,360270.0,0,4866870.0,360270.0,2,0.0602
B03,4866870.0,360330.0,0,4866870.0,360330.0,2,0.0596
B03,4866870.0,360390.0,0,4866870.0,360390.0,2,0.0631
B03,4866870.0,360450.0,0,4866870.0,360450.0,2,0.0607
B03,4866870.0,360510.0,0,4866870.0,360510.0,2,0.0621
B03,4866870.0,360570.0,0,4866870.0,360570.0,2,0.0612
B03,4866870.0,360630.0,0,4866870.0,360630.0,2,0.0612
B03,4866870.0,360690.0,0,4866870.0,360690.0,2,0.0648
B03,4866870.0,360750.0,0,4866870.0,360750.0,2,0.0633
B03,4866870.0,360810.0,0,4866870.0,360810.0,2,0.0642
B03,4866870.0,360870.0,0,4866870.0,360870.0,2,0.0637
B03,4866870.0,360930.0,0,4866870.0,360930.0,2,0.0619
B03,4866870.0,360990.0,0,4866870.0,360990.0,2,0.0638
B03,4866870.0,361050.0,0,4866870.0,361050.0,2,0.0659
B03,4866870.0,361110.0,0,4866870.0,361110.0,2,0.0635
B03,4866870.0,361170.0,0,4866870.0,361170.0,2,0.0644
B03,4866870.0,361230.0,0,4866870.0,361230.0,2,0.0646
B03,4866870.0,361290.0,0,4866870.0,361290.0,2,0.0655
B03,4866870.0,361350.0,0,4866870.0,361350.0,2,0.0636
B03,4866870.0,361410.0,0,4866870.0,361410.0,2,0.0606
B03,4866870.0,361470.0,0,4866870.0,361470.0,2,0.0608
B03,4866810.0,360210.0,0,4866810.0,360210.0,2,0.0563
B03,4866810.0,360270.0,0,4866810.0,360270.0,2,0.0566
B03,4866810.0,360330.0,0,4866810.0,360330.0,2,0.0616
B03,4866810.0,360390.0,0,4866810.0,360390.0,2,0.0625
B03,4866810.0,360450.0,0,4866810.0,360450.0,2,0.0615
B03,4866810.0,360510.0,0,4866810.0,360510.0,2,0.0631
B03,4866810.0,360570.0,0,4866810.0,360570.0,2,0.0631
B03,4866810.0,360630.0,0,4866810.0,360630.0,2,0.0621
B03,4866810.0,360690.0,0,4866810.0,360690.0,2,0.063
B03,4866810.0,360750.0,0,4866810.0,360750.0,2,0.0582
B03,4866810.0,360810.0,0,4866810.0,360810.0,2,0.063
B03,4866810.0,360870.0,0,4866810.0,360870.0,2,0.0634
B03,4866810.0,360930.0,0,4866810.0,360930.0,2,0.0608
B03,4866810.0,360990.0,0,4866810.0,360990.0,2,0.0642
B03,4866810.0,361050.0,0,4866810.0,361050.0,2,0.0647
B03,4866810.0,361110.0,0,4866810.0,361110.0,2,0.0639
B03,4866810.0,361170.0,0,4866810.0,361170.0,2,0.0626
B03,4866810.0,361230.0,0,4866810.0,361230.0,2,0.0629
B03,4866810.0,361290.0,0,4866810.0,361290.0,2,0.065
B03,4866810.0,361350.0,0,4866810.0,361350.0,2,0.0656
B03,4866810.0,361410.0,0,4866810.0,361410.0,2,0.061
B03,4866810.0,361470.0,0,4866810.0,361470.0,2,0.0603
B03,4866750.0,360210.0,0,4866750.0,360210.0,2,0.0628
B03,4866750.0,360270.0,0,4866750.0,360270.0,2,0.0623
B03,4866750.0,360330.0,0,4866750.0,360330.0,2,0.0616
B03,4866750.0,360390.0,0,4866750.0,360390.0,2,0.0598
B03,4866750.0,360450.0,0,4866750.0,360450.0,2,0.0604
B03,4866750.0,360510.0,0,4866750.0,360510.0,2,0.0623
B03,4866750.0,360570.0,0,4866750.0,360570.0,2,0.0571
B03,4866750.0,360630.0,0,4866750.0,360630.0,2,0.0536
B03,4866750.0,360690.0,0,4866750.0,360690.0,2,0.0535
B03,4866750.0,360750.0,0,4866750.0,360750.0,2,0.0491
B03,4866750.0,360810.0,0,4866750.0,360810.0,2,0.0622
B03,4866750.0,360870.0,0,4866750.0,360870.0,2,0.0656
B03,4866750.0,360930.0,0,4866750.0,360930.0,2,0.0655
B03,4866750.0,360990.0,0,4866750.0,360990.0,2,0.0626
B03,4866750.0,361050.0,0,4866750.0,361050.0,2,0.0647
